Noise,Method,RMSE,Median absolute error
Heteroscedastic,B-spline,0.09927119958516599,0.03538698926404782
Heteroscedastic,Smoothing spline,0.07010094448995392,0.05755664761069157
Heteroscedastic,Nadaraya-Watson,0.0666537391995604,0.04407900690403688
Heteroscedastic,Local linear,0.04346649723154498,0.037791855774114314
Heteroscedastic,B-spline,0.047095506385215896,0.03929665536962168
Heteroscedastic,Smoothing spline,0.07614125086429423,0.05154784677887164
Heteroscedastic,Nadaraya-Watson,0.056455018662540164,0.025654318414459865
Heteroscedastic,Local linear,0.04715683029743312,0.029555927942549076
Heteroscedastic,B-spline,0.029148905609122776,0.01396481464457247
Heteroscedastic,Smoothing spline,0.06902220039270106,0.059900273435152696
Heteroscedastic,Nadaraya-Watson,0.0572686003781813,0.04172753372168064
Heteroscedastic,Local linear,0.04552156124295593,0.037399250236177406
Heteroscedastic,B-spline,0.03553168953792044,0.02437097753200157
Heteroscedastic,Smoothing spline,0.07584411240637173,0.053426743787349906
Heteroscedastic,Nadaraya-Watson,0.06262273903322244,0.04146508787174885
Heteroscedastic,Local linear,0.07133446126490771,0.05135408917705631
Heteroscedastic,B-spline,0.061644893725006804,0.041276229714178436
Heteroscedastic,Smoothing spline,0.07332918153577177,0.05780432173789388
Heteroscedastic,Nadaraya-Watson,0.05916024839117056,0.035936401398668216
Heteroscedastic,Local linear,0.043673855137568864,0.04025971164093868
Heteroscedastic,B-spline,0.021486304087811405,0.01608971572383011
Heteroscedastic,Smoothing spline,0.0701675045322821,0.05721484767152285
Heteroscedastic,Nadaraya-Watson,0.07145359498070408,0.043539058006909416
Heteroscedastic,Local linear,0.04910399609068094,0.024491667602309752
Heteroscedastic,B-spline,0.04373201403395104,0.03217107574228137
Heteroscedastic,Smoothing spline,0.07198824302934528,0.051126635128154074
Heteroscedastic,Nadaraya-Watson,0.08726135838216248,0.04846256385977894
Heteroscedastic,Local linear,0.0720770404257611,0.05403669035644165
Heteroscedastic,B-spline,0.05989970090665958,0.03404234848469144
Heteroscedastic,Smoothing spline,0.0859072297499319,0.053563780466063415
Heteroscedastic,Nadaraya-Watson,0.08495160690455475,0.0485031864558514
Heteroscedastic,Local linear,0.04850660590275548,0.03710941721982283
Heteroscedastic,B-spline,0.06863775751303841,0.06153335271953747
Heteroscedastic,Smoothing spline,0.09326530708397952,0.05885366886633611
Heteroscedastic,Nadaraya-Watson,0.057071515803353935,0.02913311426828387
Heteroscedastic,Local linear,0.05547009494058961,0.041289775441927565
Heteroscedastic,B-spline,0.04933652265575321,0.03196450130810602
Heteroscedastic,Smoothing spline,0.07684731685928259,0.04908098086703949
Heteroscedastic,Nadaraya-Watson,0.0692769667955795,0.04834919522285824
Heteroscedastic,Local linear,0.06347531922629646,0.034777936106882075
Heteroscedastic,B-spline,0.0573369018243205,0.02976776360091679
Heteroscedastic,Smoothing spline,0.06985727568021059,0.06030900311022752
Heteroscedastic,Nadaraya-Watson,0.07946945760567671,0.044490989585025946
Heteroscedastic,Local linear,0.07175293050240623,0.051679070238655256
Heteroscedastic,B-spline,0.09922861568837146,0.040949061206903795
Heteroscedastic,Smoothing spline,0.08982803078226007,0.04694865450457675
Heteroscedastic,Nadaraya-Watson,0.09932783778065159,0.05933011370209046
Heteroscedastic,Local linear,0.07783480658801106,0.056217416924499164
Heteroscedastic,B-spline,0.05517595542770011,0.040723222597830455
Heteroscedastic,Smoothing spline,0.07850421833577557,0.0557992821067298
Heteroscedastic,Nadaraya-Watson,0.07792631224204052,0.04585080720126523
Heteroscedastic,Local linear,0.05737935413259389,0.03196034555004619
Heteroscedastic,B-spline,0.06854995892912867,0.02216235290507687
Heteroscedastic,Smoothing spline,0.08968503810317496,0.06719926934622622
Heteroscedastic,Nadaraya-Watson,0.08305330307170965,0.055768731341596656
Heteroscedastic,Local linear,0.05291077915939979,0.034616333323002346
Heteroscedastic,B-spline,0.059758627362773126,0.0455822527089782
Heteroscedastic,Smoothing spline,0.07004278732240656,0.05663865077210728
Heteroscedastic,Nadaraya-Watson,0.08568607593722158,0.051553367331818103
Heteroscedastic,Local linear,0.07752059205509707,0.06422903818648673
Heteroscedastic,B-spline,0.06107795755583321,0.04675786600827442
Heteroscedastic,Smoothing spline,0.07493168478686661,0.06614848790954392
Heteroscedastic,Nadaraya-Watson,0.07153950939566939,0.04019399845181143
Heteroscedastic,Local linear,0.04972097421332627,0.032232600069059564
Heteroscedastic,B-spline,0.0987180112929441,0.04513501729865546
Heteroscedastic,Smoothing spline,0.07000983086736208,0.05926159793029384
Heteroscedastic,Nadaraya-Watson,0.045877048626970854,0.03519380931772409
Heteroscedastic,Local linear,0.05955038687422676,0.03475643507989862
Heteroscedastic,B-spline,0.049844788208910674,0.022716157233966472
Heteroscedastic,Smoothing spline,0.08170101854044057,0.05034582066538268
Heteroscedastic,Nadaraya-Watson,0.06256457678372318,0.03227040258952796
Heteroscedastic,Local linear,0.05102276805019415,0.03913339233603143
Heteroscedastic,B-spline,0.03955304981187717,0.023591802235748083
Heteroscedastic,Smoothing spline,0.08058460485172607,0.04907773199187748
Heteroscedastic,Nadaraya-Watson,0.07337138414814362,0.04201627256177379
Heteroscedastic,Local linear,0.05321259507535466,0.03219486192782478
Heteroscedastic,B-spline,0.05066734705255136,0.023846345892198473
Heteroscedastic,Smoothing spline,0.07069104312786463,0.05894390278272206
Heteroscedastic,Nadaraya-Watson,0.06917016120222341,0.03161742670388383
Heteroscedastic,Local linear,0.05400872322125209,0.04167694058314245
Heteroscedastic,B-spline,0.03484582014455055,0.017085701481885707
Heteroscedastic,Smoothing spline,0.07156136635956174,0.0645031748198659
Heteroscedastic,Nadaraya-Watson,0.0708419453326314,0.05688577511069398
Heteroscedastic,Local linear,0.07400757277151063,0.05132819465400852
Heteroscedastic,B-spline,0.09135597436141828,0.06820457280971506
Heteroscedastic,Smoothing spline,0.07550019252404083,0.055432701724058286
Heteroscedastic,Nadaraya-Watson,0.0691561955423609,0.024670711667197476
Heteroscedastic,Local linear,0.0610093068849838,0.029846874830932985
Heteroscedastic,B-spline,0.03386880943936787,0.020819517708598467
Heteroscedastic,Smoothing spline,0.0691749416434019,0.06482325136800746
Heteroscedastic,Nadaraya-Watson,0.0711003850621789,0.05153463159261716
Heteroscedastic,Local linear,0.08327304843933533,0.07072321022368777
Heteroscedastic,B-spline,0.05418067863737239,0.03052533444498784
Heteroscedastic,Smoothing spline,0.07709779708843215,0.049894179897755575
Heteroscedastic,Nadaraya-Watson,0.08322642697172865,0.060243591454463286
Heteroscedastic,Local linear,0.07117820262772453,0.0501026315390678
Heteroscedastic,B-spline,0.08169751870475578,0.059774517486476664
Heteroscedastic,Smoothing spline,0.08107332772517267,0.06989705721758671
Heteroscedastic,Nadaraya-Watson,0.07279352993138449,0.034117227208188855
Heteroscedastic,Local linear,0.05298625249941379,0.03691221962046429
Heteroscedastic,B-spline,0.04802298965898066,0.02741822309976283
Heteroscedastic,Smoothing spline,0.07517939954485703,0.05348447729069683
Heteroscedastic,Nadaraya-Watson,0.08886392343838885,0.028001334150599265
Heteroscedastic,Local linear,0.09343740398361448,0.01946446784947645
Heteroscedastic,B-spline,0.10113674121022682,0.032892098679334736
Heteroscedastic,Smoothing spline,0.15083260274025592,0.059099800918358814
Heteroscedastic,Nadaraya-Watson,0.09400903172677864,0.04090099242137599
Heteroscedastic,Local linear,0.05585129719979105,0.02871554128822862
Heteroscedastic,B-spline,0.08040354296156096,0.05164869058962113
Heteroscedastic,Smoothing spline,0.10273571471818228,0.059608307476706535
Heteroscedastic,Nadaraya-Watson,0.10875862024416666,0.03458479433075892
Heteroscedastic,Local linear,0.103343491104762,0.045265058759757615
Heteroscedastic,B-spline,0.0989946098555413,0.030409586099232
Heteroscedastic,Smoothing spline,0.09698392805816336,0.07209562047735574
Heteroscedastic,Nadaraya-Watson,0.07782100892803563,0.02670195461547059
Heteroscedastic,Local linear,0.0739517512992178,0.030474133819125268
Heteroscedastic,B-spline,0.12028119944402661,0.04841203446586992
Heteroscedastic,Smoothing spline,0.16767410836045799,0.0535906142870404
Heteroscedastic,Nadaraya-Watson,0.06876397854577544,0.03976049757111569
Heteroscedastic,Local linear,0.0501162266900753,0.04192541574107807
Heteroscedastic,B-spline,0.039834931635880554,0.03154790842624067
Heteroscedastic,Smoothing spline,0.07798648100102787,0.05512597342250114
Heteroscedastic,Nadaraya-Watson,0.07022595771361487,0.03782671768669324
Heteroscedastic,Local linear,0.04554744867899987,0.027916818439778668
Heteroscedastic,B-spline,0.039262269317623444,0.022079658029242555
Heteroscedastic,Smoothing spline,0.07843304649700737,0.04868032308151865
Heteroscedastic,Nadaraya-Watson,0.08254020799841813,0.040665955944927265
Heteroscedastic,Local linear,0.04749567773121918,0.03370047207972805
Heteroscedastic,B-spline,0.036865861008849,0.02526278467308196
Heteroscedastic,Smoothing spline,0.07658868569209794,0.05471654474923021
Heteroscedastic,Nadaraya-Watson,0.12433676453842259,0.06535986467352006
Heteroscedastic,Local linear,0.09888132714047054,0.06943751346127877
Heteroscedastic,B-spline,0.07039824835244489,0.061187482196838894
Heteroscedastic,Smoothing spline,0.07716644562169268,0.0557318986382902
Heteroscedastic,Nadaraya-Watson,0.06690534522856187,0.05666572026270929
Heteroscedastic,Local linear,0.057525119464807706,0.04551427180966529
Heteroscedastic,B-spline,0.04325647327323255,0.0354062864689903
Heteroscedastic,Smoothing spline,0.07531627488437305,0.055239256707103584
Heteroscedastic,Nadaraya-Watson,0.065711009474143,0.042488549711975854
Heteroscedastic,Local linear,0.06102899001222257,0.029001332663233736
Heteroscedastic,B-spline,0.05359522929199732,0.029062619112738886
Heteroscedastic,Smoothing spline,0.0774231793313522,0.05444702893212683
Heteroscedastic,Nadaraya-Watson,0.07895260556245962,0.06130460078322883
Heteroscedastic,Local linear,0.07584471627112568,0.061653911857596555
Heteroscedastic,B-spline,0.12453483538167352,0.08518424335990046
Heteroscedastic,Smoothing spline,0.08100455208401279,0.0498325467867759
Heteroscedastic,Nadaraya-Watson,0.055658396817530036,0.02514140595259251
Heteroscedastic,Local linear,0.04287412983646496,0.039746752440040334
Heteroscedastic,B-spline,0.03117113657480754,0.028855326833359674
Heteroscedastic,Smoothing spline,0.0699326059189628,0.06067454488637619
Heteroscedastic,Nadaraya-Watson,0.08271028012477216,0.043994741888395875
Heteroscedastic,Local linear,0.07251841357452148,0.04302612995185859
Heteroscedastic,B-spline,0.050568001359587084,0.023358317960498975
Heteroscedastic,Smoothing spline,0.0785272877833161,0.060516656432105076
Heteroscedastic,Nadaraya-Watson,0.06804709338574716,0.05009265304554
Heteroscedastic,Local linear,0.06366624060986893,0.028295051012710626
Heteroscedastic,B-spline,0.11713332764885641,0.0459710152586304
Heteroscedastic,Smoothing spline,0.1304643041048614,0.03828919528374397
Heteroscedastic,Nadaraya-Watson,0.0827054323690886,0.03186067615570533
Heteroscedastic,Local linear,0.07419022214139614,0.02822322053531115
Heteroscedastic,B-spline,0.049256087212401496,0.03687133760209432
Heteroscedastic,Smoothing spline,0.07715502134868997,0.057396300711032855
Heteroscedastic,Nadaraya-Watson,0.10426521172154855,0.04521071582961872
Heteroscedastic,Local linear,0.10834910638625415,0.037840364280757155
Heteroscedastic,B-spline,0.1318306145871827,0.043278372121611675
Heteroscedastic,Smoothing spline,0.10089016076769229,0.07202519155651799
Heteroscedastic,Nadaraya-Watson,0.07006052581408348,0.04002911927135164
Heteroscedastic,Local linear,0.046571434430409155,0.036335608525280505
Heteroscedastic,B-spline,0.06850691739456989,0.034111008536797244
Heteroscedastic,Smoothing spline,0.07539898749190185,0.04315172866329692
Heteroscedastic,Nadaraya-Watson,0.07779099103015191,0.05223168317248671
Heteroscedastic,Local linear,0.062298399374525255,0.054981185574312585
Heteroscedastic,B-spline,0.0729582518975816,0.04951459320644008
Heteroscedastic,Smoothing spline,0.07873843669251648,0.05291478211803757
Heteroscedastic,Nadaraya-Watson,0.06743512478120697,0.03288030991803159
Heteroscedastic,Local linear,0.03851703578140395,0.028175041029547487
Heteroscedastic,B-spline,0.04624930487709832,0.024735102892020744
Heteroscedastic,Smoothing spline,0.08080687411986424,0.056584897768058584
Heteroscedastic,Nadaraya-Watson,0.052340968688670886,0.033365194833958445
Heteroscedastic,Local linear,0.03877198784553398,0.028227570518347622
Heteroscedastic,B-spline,0.04554667182578392,0.030154326073352278
Heteroscedastic,Smoothing spline,0.07235167752157173,0.049944412176225195
Heteroscedastic,Nadaraya-Watson,0.07011164066015267,0.0438982366671512
Heteroscedastic,Local linear,0.055533544559229465,0.03840792580536602
Heteroscedastic,B-spline,0.048446545586271296,0.03468601619345835
Heteroscedastic,Smoothing spline,0.07676645004251084,0.06594580080025286
Heteroscedastic,Nadaraya-Watson,0.06280002500001161,0.039664691922481767
Heteroscedastic,Local linear,0.062050620108047294,0.03401025476602387
Heteroscedastic,B-spline,0.05697367378947653,0.023454004851138438
Heteroscedastic,Smoothing spline,0.08286607060677659,0.04719892376803697
Heteroscedastic,Nadaraya-Watson,0.04359581522430475,0.012625796232229813
Heteroscedastic,Local linear,0.06031612256437449,0.03552720757847706
Heteroscedastic,B-spline,0.06326768442179787,0.011399951791539242
Heteroscedastic,Smoothing spline,0.07223209542578492,0.04919887135840273
Heteroscedastic,Nadaraya-Watson,0.09598619095856341,0.06323424074336115
Heteroscedastic,Local linear,0.06905831502862575,0.03799615894542885
Heteroscedastic,B-spline,0.054851519775915306,0.028142209084295988
Heteroscedastic,Smoothing spline,0.07829097071154813,0.0535542615037454
Heteroscedastic,Nadaraya-Watson,0.0767199254642432,0.041877680731856215
Heteroscedastic,Local linear,0.09161479469771933,0.049655468819666204
Heteroscedastic,B-spline,0.09516572622221167,0.06217526840844765
Heteroscedastic,Smoothing spline,0.07917999164384566,0.052829257203219154
Heteroscedastic,Nadaraya-Watson,0.07162258493341674,0.05352844945536225
Heteroscedastic,Local linear,0.07105100178438191,0.05039522568268484
Heteroscedastic,B-spline,0.06921333694285939,0.03673247093826418
Heteroscedastic,Smoothing spline,0.07652107334744371,0.05210543194724515
Heteroscedastic,Nadaraya-Watson,0.059424288951898406,0.03986800784045452
Heteroscedastic,Local linear,0.05730751698064173,0.03537281460038971
Heteroscedastic,B-spline,0.05388824408857424,0.03617015314606481
Heteroscedastic,Smoothing spline,0.07604902487716345,0.0517436732770204
Heteroscedastic,Nadaraya-Watson,0.07002284423664892,0.03343161132494162
Heteroscedastic,Local linear,0.06739861063837979,0.029706261047953153
Heteroscedastic,B-spline,0.07595497344884367,0.04963588955492643
Heteroscedastic,Smoothing spline,0.08627008889833518,0.044303914882125206
Heteroscedastic,Nadaraya-Watson,0.09117531201124954,0.05537360393575769
Heteroscedastic,Local linear,0.07073749277051046,0.03973235508091427
Heteroscedastic,B-spline,0.07990728162004664,0.04000367132437899
Heteroscedastic,Smoothing spline,0.0819243882984719,0.06877279818399035
Heteroscedastic,Nadaraya-Watson,0.07451244843314149,0.03696197200358936
Heteroscedastic,Local linear,0.06842861249627606,0.03783507539286171
Heteroscedastic,B-spline,0.09440442326563775,0.0467380046166781
Heteroscedastic,Smoothing spline,0.07374379699935839,0.06155259283230874
Heteroscedastic,Nadaraya-Watson,0.08664111261474543,0.06964645131136066
Heteroscedastic,Local linear,0.10218108261714079,0.06939319017596357
Heteroscedastic,B-spline,0.08561668242231879,0.051372357710548155
Heteroscedastic,Smoothing spline,0.09913562995167839,0.06987078883297665
Heteroscedastic,Nadaraya-Watson,0.05676289827075686,0.03529816586420231
Heteroscedastic,Local linear,0.04439196626499642,0.03986432694879083
Heteroscedastic,B-spline,0.027069198594723582,0.021203618604000996
Heteroscedastic,Smoothing spline,0.06865683903210597,0.05927055880105668
Heteroscedastic,Nadaraya-Watson,0.05869728981409609,0.032343205056352076
Heteroscedastic,Local linear,0.06347857009753927,0.029711931904617156
Heteroscedastic,B-spline,0.10047541830287628,0.048485059655008184
Heteroscedastic,Smoothing spline,0.070402930773643,0.06366936497634318
Heteroscedastic,Nadaraya-Watson,0.057662042163213766,0.03378127700926514
Heteroscedastic,Local linear,0.03663395661235297,0.028247213069731214
Heteroscedastic,B-spline,0.03598299568460979,0.02665890221455816
Heteroscedastic,Smoothing spline,0.0723315176544326,0.06296439831253581
Heteroscedastic,Nadaraya-Watson,0.06195106187459033,0.04638991006782445
Heteroscedastic,Local linear,0.06884861629092474,0.05469107026932357
Heteroscedastic,B-spline,0.05145599051936995,0.015454632648763622
Heteroscedastic,Smoothing spline,0.08100319431207814,0.05339802555593148
Heteroscedastic,Nadaraya-Watson,0.0856529785640341,0.05666263396471449
Heteroscedastic,Local linear,0.07868726133945315,0.05423273671041004
Heteroscedastic,B-spline,0.12003183422547077,0.0694176200731873
Heteroscedastic,Smoothing spline,0.1281197339281034,0.055308302262403186
Heteroscedastic,Nadaraya-Watson,0.061991593323253616,0.03026881984933201
Heteroscedastic,Local linear,0.04869706372227838,0.046969875098257965
Heteroscedastic,B-spline,0.04368011782759821,0.029080783389202947
Heteroscedastic,Smoothing spline,0.14995708821159465,0.0334699360861789
Heteroscedastic,Nadaraya-Watson,0.06567786031533347,0.03573802602454795
Heteroscedastic,Local linear,0.04075777348607607,0.033346928380968505
Heteroscedastic,B-spline,0.04795050439039608,0.014249216647962581
Heteroscedastic,Smoothing spline,0.07750642321913363,0.04281850743904128
Heteroscedastic,Nadaraya-Watson,0.05623457136497724,0.03373233980022006
Heteroscedastic,Local linear,0.05647794596724083,0.030235885397783067
Heteroscedastic,B-spline,0.05592019980292255,0.026038300827555427
Heteroscedastic,Smoothing spline,0.08488999079060444,0.04999248401345699
Heteroscedastic,Nadaraya-Watson,0.06895328432742076,0.035657417353666065
Heteroscedastic,Local linear,0.07359816966430303,0.03918657891730165
Heteroscedastic,B-spline,0.057273003420810834,0.023112258390053195
Heteroscedastic,Smoothing spline,0.08045684325583481,0.06401861823559213
Heteroscedastic,Nadaraya-Watson,0.0694378563590853,0.02994684327555608
Heteroscedastic,Local linear,0.03409905188109282,0.014145226745511007
Heteroscedastic,B-spline,0.041546662006463765,0.026354195654598414
Heteroscedastic,Smoothing spline,0.07305065315010095,0.05095155677819854
Heteroscedastic,Nadaraya-Watson,0.09453112013567021,0.05918273592722009
Heteroscedastic,Local linear,0.08734721665072051,0.04846500064238811
Heteroscedastic,B-spline,0.09114264316077984,0.05117539626400114
Heteroscedastic,Smoothing spline,0.0808939233104816,0.06289208094524507
Heteroscedastic,Nadaraya-Watson,0.06866141956846274,0.057907457608330326
Heteroscedastic,Local linear,0.05680126132490608,0.030876586751299645
Heteroscedastic,B-spline,0.0527302894596588,0.03011645476504382
Heteroscedastic,Smoothing spline,0.07631048445802657,0.0522403010393524
Heteroscedastic,Nadaraya-Watson,0.09818077020598188,0.06268541988728517
Heteroscedastic,Local linear,0.07985513057261458,0.06290653946424557
Heteroscedastic,B-spline,0.09506736026081328,0.05914341551135388
Heteroscedastic,Smoothing spline,0.07863649472056192,0.06183871317030751
Heteroscedastic,Nadaraya-Watson,0.0666592071621595,0.03855566156503505
Heteroscedastic,Local linear,0.0660920661576202,0.03835762111538604
Heteroscedastic,B-spline,0.0366757434049712,0.025811111227512173
Heteroscedastic,Smoothing spline,0.07964302759780398,0.06143783862556146
Heteroscedastic,Nadaraya-Watson,0.07238095514092861,0.05922968071015017
Heteroscedastic,Local linear,0.058422268132654595,0.054114075059283395
Heteroscedastic,B-spline,0.03687729165794917,0.02763657691377147
Heteroscedastic,Smoothing spline,0.06986655934003944,0.06295021550653479
Heteroscedastic,Nadaraya-Watson,0.05912972220492136,0.03792809480061626
Heteroscedastic,Local linear,0.06655070115780864,0.043034443587323
Heteroscedastic,B-spline,0.05136196053073509,0.022991375633899247
Heteroscedastic,Smoothing spline,0.07725186232826968,0.050179326498765664
Heteroscedastic,Nadaraya-Watson,0.07671890007349727,0.05408076416551577
Heteroscedastic,Local linear,0.06364899457047343,0.05176539554765883
Heteroscedastic,B-spline,0.05229519561084998,0.02662521448715377
Heteroscedastic,Smoothing spline,0.07370626431910655,0.060562935138065516
Heteroscedastic,Nadaraya-Watson,0.07103182774458265,0.04126473228694799
Heteroscedastic,Local linear,0.09970598340016251,0.036892964282234986
Heteroscedastic,B-spline,0.09101660131582066,0.05657789789837259
Heteroscedastic,Smoothing spline,0.0934440732934108,0.05212529786050307
Heteroscedastic,Nadaraya-Watson,0.07245329005489173,0.040145404784127314
Heteroscedastic,Local linear,0.07009196809768542,0.03276760322781977
Heteroscedastic,B-spline,0.0970777830094834,0.04270222801778506
Heteroscedastic,Smoothing spline,0.11863999278122035,0.030997729680031033
Heteroscedastic,Nadaraya-Watson,0.0685000382569637,0.04260583231053541
Heteroscedastic,Local linear,0.054772413943013756,0.03754432823193424
Heteroscedastic,B-spline,0.03969212781153648,0.01374871953603525
Heteroscedastic,Smoothing spline,0.07047478057592979,0.05609744596811589
Heteroscedastic,Nadaraya-Watson,0.10361831407824644,0.0527570837997392
Heteroscedastic,Local linear,0.08756476807023264,0.04344659992777086
Heteroscedastic,B-spline,0.08506763211341799,0.03946223618624228
Heteroscedastic,Smoothing spline,0.08727114522334171,0.06464313358817886
Heteroscedastic,Nadaraya-Watson,0.05562927773672502,0.029916069950581974
Heteroscedastic,Local linear,0.03606294935051755,0.019753692906273906
Heteroscedastic,B-spline,0.02670250632800314,0.020154602507595154
Heteroscedastic,Smoothing spline,0.07287053815076591,0.054646061453802464
Heteroscedastic,Nadaraya-Watson,0.09629570835336064,0.07897781902680084
Heteroscedastic,Local linear,0.07745002106031848,0.06998829459050872
Heteroscedastic,B-spline,0.08198375813462919,0.06203474081572807
Heteroscedastic,Smoothing spline,0.07168164153734906,0.05734481896078397
Heteroscedastic,Nadaraya-Watson,0.07721615450977098,0.05633410934291046
Heteroscedastic,Local linear,0.07995496178965714,0.0407126788031599
Heteroscedastic,B-spline,0.08925279546222877,0.03742309279618067
Heteroscedastic,Smoothing spline,0.07188186086190339,0.05539048435612487
Heteroscedastic,Nadaraya-Watson,0.07692702640601427,0.038169083874569465
Heteroscedastic,Local linear,0.06338516890315635,0.044284357184140616
Heteroscedastic,B-spline,0.07687245289892625,0.03077791325784135
Heteroscedastic,Smoothing spline,0.07077099690647629,0.0632861816598344
Heteroscedastic,Nadaraya-Watson,0.07798767154818408,0.04832428817246176
Heteroscedastic,Local linear,0.07794570762087108,0.04681490228349211
Heteroscedastic,B-spline,0.10226469877453383,0.04361318075284659
Heteroscedastic,Smoothing spline,0.08169725478304629,0.052777008048556895
Heteroscedastic,Nadaraya-Watson,0.08730169509217908,0.03832929494618794
Heteroscedastic,Local linear,0.056400381809582116,0.03186776625589786
Heteroscedastic,B-spline,0.04806070491697565,0.027970104439679788
Heteroscedastic,Smoothing spline,0.07295621987937419,0.0619625219977612
Heteroscedastic,Nadaraya-Watson,0.06955063268200358,0.038209475115713376
Heteroscedastic,Local linear,0.08591613972547354,0.042458616878248756
Heteroscedastic,B-spline,0.0912473213960295,0.04565929227822574
Heteroscedastic,Smoothing spline,0.07409589563793133,0.05640977603740144
Heteroscedastic,Nadaraya-Watson,0.10755631900186731,0.03076536848486053
Heteroscedastic,Local linear,0.09585199571748823,0.013419529077508822
Heteroscedastic,B-spline,0.09782596738529033,0.019759948366369462
Heteroscedastic,Smoothing spline,0.10179091379944333,0.0636234576996535
Heteroscedastic,Nadaraya-Watson,0.08198822857367805,0.05481809255398981
Heteroscedastic,Local linear,0.07672320125953122,0.04861325515699341
Heteroscedastic,B-spline,0.08472750728299498,0.05059404507711171
Heteroscedastic,Smoothing spline,0.19364353133277415,0.07064836704079336
Heteroscedastic,Nadaraya-Watson,0.06107376128868311,0.03439363586286512
Heteroscedastic,Local linear,0.050310236363399624,0.028013939733274096
Heteroscedastic,B-spline,0.061632872549832025,0.04703338281197332
Heteroscedastic,Smoothing spline,0.0685145642138675,0.06401396214871455
Heteroscedastic,Nadaraya-Watson,0.06644760334601924,0.02520450056644502
Heteroscedastic,Local linear,0.04985957932651302,0.034053279123456036
Heteroscedastic,B-spline,0.0507807199802385,0.03450601976661667
Heteroscedastic,Smoothing spline,0.07105590037647319,0.054368820474807955
Heteroscedastic,Nadaraya-Watson,0.07376934757760935,0.06011238517476998
Heteroscedastic,Local linear,0.08020980848234893,0.06903175377481571
Heteroscedastic,B-spline,0.05406382958796661,0.03572005672069978
Heteroscedastic,Smoothing spline,0.08336170961243289,0.06038720009734838
Heteroscedastic,Nadaraya-Watson,0.08312060562862257,0.0479019767758742
Heteroscedastic,Local linear,0.07748113221132828,0.05583032722438619
Heteroscedastic,B-spline,0.06340601507467258,0.0316040421811819
Heteroscedastic,Smoothing spline,0.08698599305565353,0.07185195017725515
Heteroscedastic,Nadaraya-Watson,0.08119105340038903,0.03787100717248129
Heteroscedastic,Local linear,0.05974224963573316,0.04603758223304716
Heteroscedastic,B-spline,0.07974746437075894,0.041532327403011715
Heteroscedastic,Smoothing spline,0.1011145594071052,0.06296089693443108
Heteroscedastic,Nadaraya-Watson,0.06146740694030469,0.0345700075949376
Heteroscedastic,Local linear,0.05069523854995115,0.03895110422757404
Heteroscedastic,B-spline,0.05032122581229168,0.03301160952177584
Heteroscedastic,Smoothing spline,0.08042044819274731,0.06265099667967594
Heteroscedastic,Nadaraya-Watson,0.09097030503373667,0.039205288199435
Heteroscedastic,Local linear,0.07482745601217468,0.04663354284395092
Heteroscedastic,B-spline,0.06775508374190801,0.0302166193847781
Heteroscedastic,Smoothing spline,0.09436584291941201,0.0723696211997058
Heteroscedastic,Nadaraya-Watson,0.05589860119171731,0.03476304947193565
Heteroscedastic,Local linear,0.062248540839197695,0.031848847202662955
Heteroscedastic,B-spline,0.04888591725612461,0.027616088914469372
Heteroscedastic,Smoothing spline,0.08014601989581145,0.04285633071177963
Heteroscedastic,Nadaraya-Watson,0.07645359329561267,0.030511405846548822
Heteroscedastic,Local linear,0.057576401554718284,0.03337261570004546
Heteroscedastic,B-spline,0.04758324379582153,0.03086929326826021
Heteroscedastic,Smoothing spline,0.07568299180425027,0.06067178702244136
Heteroscedastic,Nadaraya-Watson,0.08382369209043841,0.0361569327645371
Heteroscedastic,Local linear,0.056603157240118405,0.04114441431451778
Heteroscedastic,B-spline,0.03745720859256216,0.01711991580754274
Heteroscedastic,Smoothing spline,0.06998078332995496,0.06580976681190503
Heteroscedastic,Nadaraya-Watson,0.07398142713518978,0.04970529601634094
Heteroscedastic,Local linear,0.06534542882838516,0.048752971915560606
Heteroscedastic,B-spline,0.052694742702193424,0.03678015542841917
Heteroscedastic,Smoothing spline,0.08771697171535783,0.048912591251731696
Heteroscedastic,Nadaraya-Watson,0.08828729641267943,0.04333971123206237
Heteroscedastic,Local linear,0.08402463586042679,0.04112989367772371
Heteroscedastic,B-spline,0.11319448357883137,0.04522821044902292
Heteroscedastic,Smoothing spline,0.07889130605919663,0.052566791746957525
Heteroscedastic,Nadaraya-Watson,0.06292273902522737,0.03379101503935139
Heteroscedastic,Local linear,0.054019780967293866,0.03155403366034965
Heteroscedastic,B-spline,0.09446672101049201,0.04123301355587558
Heteroscedastic,Smoothing spline,0.07359817236514037,0.05656434722084741
Heteroscedastic,Nadaraya-Watson,0.08023295570828866,0.057779703451041164
Heteroscedastic,Local linear,0.05746430706580119,0.03041323778794841
Heteroscedastic,B-spline,0.04402600843769013,0.029600983943824155
Heteroscedastic,Smoothing spline,0.07497573186523249,0.057102220667693326
Heteroscedastic,Nadaraya-Watson,0.05704690344712796,0.03917628384051752
Heteroscedastic,Local linear,0.058176679911949,0.03685227530060586
Heteroscedastic,B-spline,0.035602591467791954,0.03241010795675592
Heteroscedastic,Smoothing spline,0.07537397531220931,0.06168909887130686
Heteroscedastic,Nadaraya-Watson,0.04266794275334492,0.024491922128064725
Heteroscedastic,Local linear,0.04176449935141115,0.018727804214033042
