Noise,Method,RMSE,Median absolute error
Heavy-tailed,Nadaraya-Watson,0.04010273777771934,0.02306102361164003
Heavy-tailed,Local linear,0.03198291192818584,0.026883587734342518
Heavy-tailed,B-spline,0.02649044080928274,0.016473782695796024
Heavy-tailed,Smoothing spline,0.07332923164509622,0.050515562545850906
Heavy-tailed,Nadaraya-Watson,0.037630310606024904,0.016288007033989776
Heavy-tailed,Local linear,0.031007079453261522,0.012578065416616574
Heavy-tailed,B-spline,0.02689382353390308,0.015668701543707864
Heavy-tailed,Smoothing spline,0.07229519875252183,0.0531968157041334
Heavy-tailed,Nadaraya-Watson,0.06332396436986289,0.05151559042110118
Heavy-tailed,Local linear,0.04544432526259559,0.04409400429829943
Heavy-tailed,B-spline,0.030160741138322098,0.0290598431431488
Heavy-tailed,Smoothing spline,0.07293159079723663,0.05736311555428865
Heavy-tailed,Nadaraya-Watson,0.05373698348400756,0.034535084541518435
Heavy-tailed,Local linear,0.045937182487453994,0.03914185451832733
Heavy-tailed,B-spline,0.04487623099814233,0.034918903595420714
Heavy-tailed,Smoothing spline,0.07251655769976277,0.06096208250088818
Heavy-tailed,Nadaraya-Watson,0.054669405621601316,0.030778774269394578
Heavy-tailed,Local linear,0.03485008800083108,0.023203138568381743
Heavy-tailed,B-spline,0.02239320320165485,0.021446333876249668
Heavy-tailed,Smoothing spline,0.06909466280188485,0.062368662930673335
Heavy-tailed,Nadaraya-Watson,0.05101530905604449,0.038952559857338004
Heavy-tailed,Local linear,0.042602716360536516,0.030883652339954437
Heavy-tailed,B-spline,0.02882773168176156,0.02109343167536401
Heavy-tailed,Smoothing spline,0.06978517430941882,0.0639628057893703
Heavy-tailed,Nadaraya-Watson,0.05626926004764671,0.027821475585231126
Heavy-tailed,Local linear,0.024626609449993495,0.020753949669916893
Heavy-tailed,B-spline,0.02641743080313775,0.017792156186514307
Heavy-tailed,Smoothing spline,0.0727520513822779,0.051218473319507185
Heavy-tailed,Nadaraya-Watson,0.05523904225187773,0.031104470300977405
Heavy-tailed,Local linear,0.03990346631681918,0.034050694103031076
Heavy-tailed,B-spline,0.033008181625780314,0.031207401949426283
Heavy-tailed,Smoothing spline,0.07085998061796484,0.056406554662177255
Heavy-tailed,Nadaraya-Watson,0.05133226791265434,0.025840506948890035
Heavy-tailed,Local linear,0.033769266001599185,0.025947268531711143
Heavy-tailed,B-spline,0.029792227173446612,0.020733046986030124
Heavy-tailed,Smoothing spline,0.06975722362797282,0.05764595930693678
Heavy-tailed,Nadaraya-Watson,0.04650682784140141,0.01704866908078695
Heavy-tailed,Local linear,0.03565828059601661,0.01565531685488275
Heavy-tailed,B-spline,0.041321623977561346,0.03118837197550889
Heavy-tailed,Smoothing spline,0.07211462154933278,0.05353873656809163
Heavy-tailed,Nadaraya-Watson,0.06412338793311266,0.03586300785093099
Heavy-tailed,Local linear,0.042853245973812064,0.034940048289609366
Heavy-tailed,B-spline,0.027156495064980902,0.023844045231058736
Heavy-tailed,Smoothing spline,0.07153830375925502,0.058349476263593186
Heavy-tailed,Nadaraya-Watson,0.04577819781563268,0.03418061051289348
Heavy-tailed,Local linear,0.04520470440584059,0.03679737672705502
Heavy-tailed,B-spline,0.03369552466638757,0.01660676541644046
Heavy-tailed,Smoothing spline,0.07223759715443702,0.05544978377625674
Heavy-tailed,Nadaraya-Watson,0.0676478403534884,0.05027809631574842
Heavy-tailed,Local linear,0.05332704232345525,0.03849363743118643
Heavy-tailed,B-spline,0.05783987120962894,0.0327350024939127
Heavy-tailed,Smoothing spline,0.08471459288989899,0.06609742541646965
Heavy-tailed,Nadaraya-Watson,0.0600168052596086,0.03521237035198353
Heavy-tailed,Local linear,0.049482414807336644,0.03306373046774627
Heavy-tailed,B-spline,0.030406462276436504,0.024285326584894906
Heavy-tailed,Smoothing spline,0.07245208268344219,0.05919311765633295
Heavy-tailed,Nadaraya-Watson,0.08705246044577157,0.057339814510648734
Heavy-tailed,Local linear,0.07894620468335356,0.06063298459754762
Heavy-tailed,B-spline,0.05134436403860254,0.03170451844398481
Heavy-tailed,Smoothing spline,0.08366796330447483,0.06106930918554489
Heavy-tailed,Nadaraya-Watson,0.08509289425739688,0.0446707458417277
Heavy-tailed,Local linear,0.06622045469732513,0.03237158136358918
Heavy-tailed,B-spline,0.06012708584255493,0.03717987439426798
Heavy-tailed,Smoothing spline,0.07652604282002769,0.053398917002766444
Heavy-tailed,Nadaraya-Watson,0.06614570451987209,0.02534815496791073
Heavy-tailed,Local linear,0.040288812604337726,0.023555849860843546
Heavy-tailed,B-spline,0.04862216510201561,0.01630704716750897
Heavy-tailed,Smoothing spline,0.07614493647960716,0.05151603954700329
Heavy-tailed,Nadaraya-Watson,0.047564311338368456,0.024267618368517624
Heavy-tailed,Local linear,0.028616133175445917,0.021164838959883865
Heavy-tailed,B-spline,0.022860494947593412,0.01996105179119856
Heavy-tailed,Smoothing spline,0.07342597256115581,0.05377977967663994
Heavy-tailed,Nadaraya-Watson,0.046012169502164316,0.02252556876343352
Heavy-tailed,Local linear,0.028265524595575627,0.021606645209568773
Heavy-tailed,B-spline,0.018089682810565284,0.012123345964192067
Heavy-tailed,Smoothing spline,0.07126854866484099,0.05536727620456089
Heavy-tailed,Nadaraya-Watson,0.07230274703994358,0.03950240073644362
Heavy-tailed,Local linear,0.05885182265130835,0.033698991442593196
Heavy-tailed,B-spline,0.040032499504299414,0.017681901803242805
Heavy-tailed,Smoothing spline,0.07302920506235691,0.061992894589632
Heavy-tailed,Nadaraya-Watson,0.08303536088468703,0.03849377071007809
Heavy-tailed,Local linear,0.051375587784803285,0.03331073065535521
Heavy-tailed,B-spline,0.049778432454091484,0.02851728181913904
Heavy-tailed,Smoothing spline,0.07662566687875226,0.05134125637755754
Heavy-tailed,Nadaraya-Watson,0.05888246085961835,0.03426315515712386
Heavy-tailed,Local linear,0.043149461134811946,0.03410560549720999
Heavy-tailed,B-spline,0.02816344684207913,0.024416010687552392
Heavy-tailed,Smoothing spline,0.07194476064811613,0.05563333191498443
Heavy-tailed,Nadaraya-Watson,0.05038526461901942,0.0231090407127148
Heavy-tailed,Local linear,0.02725859253579127,0.02063169342990423
Heavy-tailed,B-spline,0.019858367335416894,0.011895865679750983
Heavy-tailed,Smoothing spline,0.07023467912088652,0.06295775736030779
Heavy-tailed,Nadaraya-Watson,0.05669434328176487,0.0363282795334221
Heavy-tailed,Local linear,0.04711279061685555,0.037464655991121254
Heavy-tailed,B-spline,0.03972444750579312,0.02484428180262388
Heavy-tailed,Smoothing spline,0.07576869453042914,0.06193014572263561
Heavy-tailed,Nadaraya-Watson,0.06559376988821174,0.02365372943005291
Heavy-tailed,Local linear,0.03433616159936662,0.02754595171002723
Heavy-tailed,B-spline,0.02670359866671392,0.01916882336968928
Heavy-tailed,Smoothing spline,0.06809122448814413,0.06119578874270376
Heavy-tailed,Nadaraya-Watson,0.049818980391048644,0.03111347806541856
Heavy-tailed,Local linear,0.04391963328606354,0.028945166824442148
Heavy-tailed,B-spline,0.029147777049164422,0.022272215376443638
Heavy-tailed,Smoothing spline,0.07540641524320868,0.056213163268649696
Heavy-tailed,Nadaraya-Watson,0.05986748997764608,0.02826594024458169
Heavy-tailed,Local linear,0.044085027796666655,0.035978688143200516
Heavy-tailed,B-spline,0.028917824375959172,0.017704331171160215
Heavy-tailed,Smoothing spline,0.06986361406482308,0.06382518310177732
Heavy-tailed,Nadaraya-Watson,0.0837045868425191,0.03615523983329949
Heavy-tailed,Local linear,0.06106808362030028,0.0311926479271723
Heavy-tailed,B-spline,0.0720575558701229,0.03633279703670178
Heavy-tailed,Smoothing spline,0.07615701840187283,0.057258017576419615
Heavy-tailed,Nadaraya-Watson,0.07422614664058638,0.04467347138434325
Heavy-tailed,Local linear,0.06065469052701075,0.03855550190052881
Heavy-tailed,B-spline,0.0651616782070894,0.050004479302726224
Heavy-tailed,Smoothing spline,0.07121349730386305,0.06182804855857563
Heavy-tailed,Nadaraya-Watson,0.04863188950624326,0.03625430101657939
Heavy-tailed,Local linear,0.041035034322415134,0.03634737529385346
Heavy-tailed,B-spline,0.03107840411248339,0.023699998280354517
Heavy-tailed,Smoothing spline,0.0748121899146084,0.051484729994233425
Heavy-tailed,Nadaraya-Watson,0.0449595683486641,0.024641678078420493
Heavy-tailed,Local linear,0.0339893145023221,0.018117822485903018
Heavy-tailed,B-spline,0.02924547164834382,0.028454660119641595
Heavy-tailed,Smoothing spline,0.07125307353110585,0.05725790260020347
Heavy-tailed,Nadaraya-Watson,0.06641169814407874,0.025067412096971955
Heavy-tailed,Local linear,0.0451700329339347,0.01936470131960394
Heavy-tailed,B-spline,0.05302394981730693,0.027001471613647132
Heavy-tailed,Smoothing spline,0.0689936772409116,0.06498528002239495
Heavy-tailed,Nadaraya-Watson,0.06340011871080432,0.03494128164139454
Heavy-tailed,Local linear,0.03440435960852426,0.023001867319864852
Heavy-tailed,B-spline,0.026937535868036596,0.020229388688237704
Heavy-tailed,Smoothing spline,0.06891580404166019,0.0595981797130864
Heavy-tailed,Nadaraya-Watson,0.06225866830029268,0.04552802941082079
Heavy-tailed,Local linear,0.04389066029131305,0.037997143067786565
Heavy-tailed,B-spline,0.038382707921894174,0.02488777260829672
Heavy-tailed,Smoothing spline,0.06933871002539817,0.06524720470391648
Heavy-tailed,Nadaraya-Watson,0.06308470606617293,0.0332119106585525
Heavy-tailed,Local linear,0.03922892019874499,0.026315217835644056
Heavy-tailed,B-spline,0.04697997667822366,0.024946189890100112
Heavy-tailed,Smoothing spline,0.07024159216036031,0.06241844580624892
Heavy-tailed,Nadaraya-Watson,0.07429399208581175,0.045256225997009354
Heavy-tailed,Local linear,0.0474433299059769,0.04112682700672951
Heavy-tailed,B-spline,0.043861823539174956,0.04354848028378541
Heavy-tailed,Smoothing spline,0.0695630516704073,0.06166957092958572
Heavy-tailed,Nadaraya-Watson,0.06512650305278402,0.027342511205229528
Heavy-tailed,Local linear,0.052379571389218914,0.033227074314301275
Heavy-tailed,B-spline,0.04255533066984682,0.021165975470533283
Heavy-tailed,Smoothing spline,0.07952628250111037,0.0636636912983154
Heavy-tailed,Nadaraya-Watson,0.06181719997433123,0.044637460435490994
Heavy-tailed,Local linear,0.04546545614733902,0.033804232371003065
Heavy-tailed,B-spline,0.04278565922143027,0.035387974410020395
Heavy-tailed,Smoothing spline,0.07403498710797002,0.05927682248553312
Heavy-tailed,Nadaraya-Watson,0.05109174582347645,0.035195428175544066
Heavy-tailed,Local linear,0.03633091656186221,0.029331330557712712
Heavy-tailed,B-spline,0.020388922820998825,0.011527686951172622
Heavy-tailed,Smoothing spline,0.07049381283444607,0.0610327038509173
Heavy-tailed,Nadaraya-Watson,0.054218889999931914,0.03026909021220825
Heavy-tailed,Local linear,0.033715538385360316,0.014240296749043688
Heavy-tailed,B-spline,0.0285173943766777,0.018013880588490738
Heavy-tailed,Smoothing spline,0.07106863054259416,0.06423287304113415
Heavy-tailed,Nadaraya-Watson,0.04130025447413865,0.027297968174496826
Heavy-tailed,Local linear,0.031584091149631954,0.0275918474445531
Heavy-tailed,B-spline,0.021209804562503296,0.014449004588520664
Heavy-tailed,Smoothing spline,0.06966169205461815,0.05986816490309835
Heavy-tailed,Nadaraya-Watson,0.07774173829330001,0.053700843581350854
Heavy-tailed,Local linear,0.05420313082874496,0.04357455300170529
Heavy-tailed,B-spline,0.048526214621527015,0.035085529403983795
Heavy-tailed,Smoothing spline,0.06937538404250228,0.05216212580215901
Heavy-tailed,Nadaraya-Watson,0.051883388202543346,0.02773036642226178
Heavy-tailed,Local linear,0.034109153580199524,0.024518202315958068
Heavy-tailed,B-spline,0.026578735160334065,0.015398515733893614
Heavy-tailed,Smoothing spline,0.07199552548484613,0.0636469292854854
Heavy-tailed,Nadaraya-Watson,0.07083979815360761,0.03914844007273577
Heavy-tailed,Local linear,0.049216270131449476,0.03615373914794984
Heavy-tailed,B-spline,0.0388420255455583,0.027102025745422753
Heavy-tailed,Smoothing spline,0.0739741699778627,0.06681316851635372
Heavy-tailed,Nadaraya-Watson,0.03749676668812029,0.022767984286409387
Heavy-tailed,Local linear,0.027751053623477802,0.018022303252514124
Heavy-tailed,B-spline,0.026086069491080485,0.019736669872085832
Heavy-tailed,Smoothing spline,0.073053358011471,0.051716684587188755
Heavy-tailed,Nadaraya-Watson,0.05528809698438347,0.024749299847704187
Heavy-tailed,Local linear,0.03009728156876983,0.013857314853017555
Heavy-tailed,B-spline,0.022690042370670595,0.016043140200435846
Heavy-tailed,Smoothing spline,0.06897548897549065,0.05877439212522914
Heavy-tailed,Nadaraya-Watson,0.05309244434017705,0.035999276684129666
Heavy-tailed,Local linear,0.04610105657102075,0.02860931095773364
Heavy-tailed,B-spline,0.035696885542344306,0.02718911943614634
Heavy-tailed,Smoothing spline,0.07125490416203571,0.05140146528719747
Heavy-tailed,Nadaraya-Watson,0.06490348510013105,0.026118330421723762
Heavy-tailed,Local linear,0.03524324284304045,0.01896605499250001
Heavy-tailed,B-spline,0.057640629889236975,0.03291858498683686
Heavy-tailed,Smoothing spline,0.071033628372653,0.0560567802315699
Heavy-tailed,Nadaraya-Watson,0.07620615630344793,0.04865798211222108
Heavy-tailed,Local linear,0.046434496339719473,0.035271725348419714
Heavy-tailed,B-spline,0.04692609879337015,0.038294716078155266
Heavy-tailed,Smoothing spline,0.0717461437164206,0.05351810035899171
Heavy-tailed,Nadaraya-Watson,0.05534619189215198,0.03241741343352693
Heavy-tailed,Local linear,0.028585845283433924,0.021065620736126674
Heavy-tailed,B-spline,0.03305795569336869,0.028158344239143984
Heavy-tailed,Smoothing spline,0.07264784390990849,0.051555652540606234
Heavy-tailed,Nadaraya-Watson,0.03822304089093639,0.02587262134030125
Heavy-tailed,Local linear,0.03733266807271729,0.02583432146611333
Heavy-tailed,B-spline,0.027678930322933892,0.014150538687790537
Heavy-tailed,Smoothing spline,0.07211996630995417,0.05548636378768934
Heavy-tailed,Nadaraya-Watson,0.05197125084601781,0.03126400526340389
Heavy-tailed,Local linear,0.03268663443172732,0.021310108304331957
Heavy-tailed,B-spline,0.018117795263408648,0.00965099457450097
Heavy-tailed,Smoothing spline,0.0689251820273821,0.06116625904437861
Heavy-tailed,Nadaraya-Watson,0.06956718417068955,0.027689501234768876
Heavy-tailed,Local linear,0.03986197597446739,0.01793996021952761
Heavy-tailed,B-spline,0.06071586393670392,0.031758791125640395
Heavy-tailed,Smoothing spline,0.06902404239156279,0.05860701736292934
Heavy-tailed,Nadaraya-Watson,0.047524092765837835,0.016194195756706678
Heavy-tailed,Local linear,0.020514889735352683,0.012135543309112956
Heavy-tailed,B-spline,0.023164400011395064,0.014436789351575552
Heavy-tailed,Smoothing spline,0.07100919296681096,0.05268556159193419
Heavy-tailed,Nadaraya-Watson,0.07159238696038761,0.0299822819048563
Heavy-tailed,Local linear,0.038826051648643965,0.026776807986160833
Heavy-tailed,B-spline,0.035376131250902665,0.02629343136911577
Heavy-tailed,Smoothing spline,0.06853540740274416,0.060069906445026855
Heavy-tailed,Nadaraya-Watson,0.06529559035822471,0.037369630756177594
Heavy-tailed,Local linear,0.050264458641413774,0.036566248712119734
Heavy-tailed,B-spline,0.04050865740935521,0.02281460359590816
Heavy-tailed,Smoothing spline,0.07458031426943186,0.05940730252969889
Heavy-tailed,Nadaraya-Watson,0.056875533978625506,0.04709947182674645
Heavy-tailed,Local linear,0.04668531835027927,0.0433154465957184
Heavy-tailed,B-spline,0.03165328371959834,0.020280680606389212
Heavy-tailed,Smoothing spline,0.07486571588743257,0.05496986764379097
Heavy-tailed,Nadaraya-Watson,0.04752518599696618,0.022544204816751783
Heavy-tailed,Local linear,0.044080519159714684,0.022182173022700744
Heavy-tailed,B-spline,0.028323333337504662,0.017723075774448205
Heavy-tailed,Smoothing spline,0.07281038491904919,0.05657161554903656
Heavy-tailed,Nadaraya-Watson,0.0561932890746317,0.020733630777238374
Heavy-tailed,Local linear,0.035660605587334096,0.020077304345653052
Heavy-tailed,B-spline,0.030511160272041146,0.01226494713102523
Heavy-tailed,Smoothing spline,0.07626022752692296,0.065918225757458
Heavy-tailed,Nadaraya-Watson,0.07543593565514574,0.03434220980750913
Heavy-tailed,Local linear,0.046488300203379046,0.025574996249547705
Heavy-tailed,B-spline,0.033251964792993804,0.021032503408197095
Heavy-tailed,Smoothing spline,0.06859083624078127,0.059591683029910913
Heavy-tailed,Nadaraya-Watson,0.05762384574761664,0.04266565315214336
Heavy-tailed,Local linear,0.040772141443167875,0.025552546744172983
Heavy-tailed,B-spline,0.031224237508771305,0.026630916884295586
Heavy-tailed,Smoothing spline,0.07117020053108314,0.06502146742296702
Heavy-tailed,Nadaraya-Watson,0.05673726083846116,0.02891431894491392
Heavy-tailed,Local linear,0.04105517580513267,0.028893088427398204
Heavy-tailed,B-spline,0.03828206268787151,0.024618363679705102
Heavy-tailed,Smoothing spline,0.07764477467501385,0.06055340639021767
Heavy-tailed,Nadaraya-Watson,0.05329486243272636,0.033719454798149875
Heavy-tailed,Local linear,0.03523459273138012,0.029368851125291386
Heavy-tailed,B-spline,0.043172181380773444,0.03439898312820529
Heavy-tailed,Smoothing spline,0.0783004765151462,0.057974073274058874
Heavy-tailed,Nadaraya-Watson,0.04256929240428781,0.028359929077867177
Heavy-tailed,Local linear,0.037560651894835984,0.026156894018852843
Heavy-tailed,B-spline,0.04326970260051346,0.041153993063528224
Heavy-tailed,Smoothing spline,0.07691182588459224,0.05657999732478562
Heavy-tailed,Nadaraya-Watson,0.060152731863346104,0.03531017920888352
Heavy-tailed,Local linear,0.04414879452431275,0.03882397260784877
Heavy-tailed,B-spline,0.02108044511265974,0.011542974750994583
Heavy-tailed,Smoothing spline,0.0750191312096266,0.057825631347503376
Heavy-tailed,Nadaraya-Watson,0.05471845562238979,0.02041364038131127
Heavy-tailed,Local linear,0.03856918407605028,0.03124641482661681
Heavy-tailed,B-spline,0.035220261119416105,0.018685259109241903
Heavy-tailed,Smoothing spline,0.06847252248674635,0.059398745502758366
Heavy-tailed,Nadaraya-Watson,0.04897179582231088,0.021990114819286366
Heavy-tailed,Local linear,0.03243255092914645,0.019346159495384485
Heavy-tailed,B-spline,0.02138516228013933,0.0143585809809752
Heavy-tailed,Smoothing spline,0.07027097738766161,0.05963687507763436
Heavy-tailed,Nadaraya-Watson,0.05937872687301392,0.03111853074797788
Heavy-tailed,Local linear,0.040333573431225046,0.02421086279957868
Heavy-tailed,B-spline,0.03319496744210033,0.02084682190874758
Heavy-tailed,Smoothing spline,0.07043824132658492,0.06897288676830451
Heavy-tailed,Nadaraya-Watson,0.05718188512037843,0.022076113950565357
Heavy-tailed,Local linear,0.033966615557618,0.009439127931211655
Heavy-tailed,B-spline,0.03495675136946529,0.021992523297140854
Heavy-tailed,Smoothing spline,0.07329024402032384,0.06197018399676907
Heavy-tailed,Nadaraya-Watson,0.06038108237533133,0.03358678257607288
Heavy-tailed,Local linear,0.03324353526902891,0.02620276428344969
Heavy-tailed,B-spline,0.029033353902201336,0.025987609927635824
Heavy-tailed,Smoothing spline,0.0679418794212311,0.06133628847147843
Heavy-tailed,Nadaraya-Watson,0.0593132143260992,0.030069700364927558
Heavy-tailed,Local linear,0.042231764061100886,0.02860988774653124
Heavy-tailed,B-spline,0.05908812285963048,0.04421643949988275
Heavy-tailed,Smoothing spline,0.07580256680708765,0.05314127172067712
Heavy-tailed,Nadaraya-Watson,0.056141931512219904,0.032731973533465436
Heavy-tailed,Local linear,0.03461251451959106,0.017272365675493506
Heavy-tailed,B-spline,0.029756171388405077,0.027460446285321627
Heavy-tailed,Smoothing spline,0.0712998336881399,0.05683533431257326
Heavy-tailed,Nadaraya-Watson,0.059078243060567436,0.02005153145100369
Heavy-tailed,Local linear,0.030260749968041695,0.020500363646199803
Heavy-tailed,B-spline,0.01999103412041265,0.012129319928984583
Heavy-tailed,Smoothing spline,0.07010430551219689,0.05796685559669698
Heavy-tailed,Nadaraya-Watson,0.04718620628835136,0.034066300832768695
Heavy-tailed,Local linear,0.04125804828161472,0.03628007021871882
Heavy-tailed,B-spline,0.028365033054405506,0.02765953443553812
Heavy-tailed,Smoothing spline,0.07038101633135918,0.05692460203058862
Heavy-tailed,Nadaraya-Watson,0.04928635415687749,0.021288547431983856
Heavy-tailed,Local linear,0.03946998140206164,0.017108922183112746
Heavy-tailed,B-spline,0.046670312009238546,0.023365087519785
Heavy-tailed,Smoothing spline,0.069209283721134,0.058382180562093045
Heavy-tailed,Nadaraya-Watson,0.04649714102225721,0.023433046291702425
Heavy-tailed,Local linear,0.028906250821706538,0.02300249578859896
Heavy-tailed,B-spline,0.049463900890999106,0.029040216404150054
Heavy-tailed,Smoothing spline,0.06818395141458716,0.06405875062824629
Heavy-tailed,Nadaraya-Watson,0.06436658838226249,0.032188778889000624
Heavy-tailed,Local linear,0.036290136819901266,0.02899524128783071
Heavy-tailed,B-spline,0.03770426696465026,0.019234295207827823
Heavy-tailed,Smoothing spline,0.07590114577040558,0.06948319027466368
Heavy-tailed,Nadaraya-Watson,0.0701907733855358,0.03329859863077826
Heavy-tailed,Local linear,0.04127825604942455,0.027663643124154258
Heavy-tailed,B-spline,0.042462303772839695,0.02537926058550155
Heavy-tailed,Smoothing spline,0.08042248793209733,0.06265472536743627
Heavy-tailed,Nadaraya-Watson,0.06793887576277473,0.03204655528485402
Heavy-tailed,Local linear,0.035708176780299396,0.028623436249055757
Heavy-tailed,B-spline,0.04165949698599188,0.023454612182179757
Heavy-tailed,Smoothing spline,0.07064698374108323,0.06256070232725036
Heavy-tailed,Nadaraya-Watson,0.06464030825065673,0.04245207987203403
Heavy-tailed,Local linear,0.059000677292690894,0.03485237596935231
Heavy-tailed,B-spline,0.042125255516920874,0.03803471080848943
Heavy-tailed,Smoothing spline,0.08140281986958155,0.06135315974094385
Heavy-tailed,Nadaraya-Watson,0.06227042595167138,0.039386985729788326
Heavy-tailed,Local linear,0.029336946098752648,0.012293264906866191
Heavy-tailed,B-spline,0.01570957369211499,0.00903978545820966
Heavy-tailed,Smoothing spline,0.06834270706097267,0.061970926458448206
Heavy-tailed,Nadaraya-Watson,0.05491094389665298,0.026548029345503404
Heavy-tailed,Local linear,0.03502150163620756,0.022960887400710256
Heavy-tailed,B-spline,0.0397303234374474,0.02941070601508483
Heavy-tailed,Smoothing spline,0.0808164665451604,0.055956165805165325
Heavy-tailed,Nadaraya-Watson,0.06226742225654276,0.04025312619669501
Heavy-tailed,Local linear,0.04324252065653897,0.03667022306836076
Heavy-tailed,B-spline,0.03258440135899216,0.030741451706488787
Heavy-tailed,Smoothing spline,0.07144888122031888,0.06003614614596481
Heavy-tailed,Nadaraya-Watson,0.06627255709696138,0.036042341013523584
Heavy-tailed,Local linear,0.04935599700192289,0.03443603085394309
Heavy-tailed,B-spline,0.06161341976115515,0.03593603919845689
Heavy-tailed,Smoothing spline,0.0736977719918979,0.059058371556982875
Heavy-tailed,Nadaraya-Watson,0.05796461390669336,0.033506005600085216
Heavy-tailed,Local linear,0.039510150163478384,0.0243676410512218
Heavy-tailed,B-spline,0.027246721685976437,0.02168581205465092
Heavy-tailed,Smoothing spline,0.0724245271224215,0.055719616153377394
Heavy-tailed,Nadaraya-Watson,0.05260056532411839,0.026471295441325975
Heavy-tailed,Local linear,0.036763396059074915,0.018603329272465774
Heavy-tailed,B-spline,0.025420778110679474,0.0119289118278057
Heavy-tailed,Smoothing spline,0.07188879226779485,0.054536287770384495
Heavy-tailed,Nadaraya-Watson,0.06428869029645563,0.043820552854417105
Heavy-tailed,Local linear,0.03769905381995366,0.021360244629878178
Heavy-tailed,B-spline,0.028848671616701696,0.0208698148562933
Heavy-tailed,Smoothing spline,0.0684771455479034,0.06603110601210156
Heavy-tailed,Nadaraya-Watson,0.047639803550250395,0.02583003324798211
Heavy-tailed,Local linear,0.036022588211622665,0.02198015209942035
Heavy-tailed,B-spline,0.03091984551673536,0.02247816181645368
Heavy-tailed,Smoothing spline,0.0700445247850224,0.05817181083986245
Heavy-tailed,Nadaraya-Watson,0.06872445177474067,0.04345398875956546
Heavy-tailed,Local linear,0.044681045108609,0.03743692813308236
Heavy-tailed,B-spline,0.03221509007451517,0.016653724607752662
Heavy-tailed,Smoothing spline,0.07169716920316674,0.058971391336140294
Heavy-tailed,Nadaraya-Watson,0.055184970251164825,0.036905311211480635
Heavy-tailed,Local linear,0.03492284761078824,0.028210472014951554
Heavy-tailed,B-spline,0.030607564816453478,0.020476875836953262
Heavy-tailed,Smoothing spline,0.07116041711223717,0.06751464381234296
Heavy-tailed,Nadaraya-Watson,0.0503150941902209,0.030084144014389996
Heavy-tailed,Local linear,0.040609875351952616,0.0280852943608988
Heavy-tailed,B-spline,0.03546348135746733,0.033507943384740446
Heavy-tailed,Smoothing spline,0.07493214820440136,0.056145152645366514
Heavy-tailed,Nadaraya-Watson,0.06626704251434327,0.02606741384330502
Heavy-tailed,Local linear,0.04835111886025704,0.016763050155811685
Heavy-tailed,B-spline,0.05080438772012825,0.025846116332406244
Heavy-tailed,Smoothing spline,0.06685423376239959,0.043194565575817814
Heavy-tailed,Nadaraya-Watson,0.06674241489234475,0.04739985249996065
Heavy-tailed,Local linear,0.04783795762860108,0.043739046538924874
Heavy-tailed,B-spline,0.03372655048273232,0.027504701818178157
Heavy-tailed,Smoothing spline,0.0719549548814172,0.06362593570892422
Heavy-tailed,Nadaraya-Watson,0.054891827383409655,0.028037682232929143
Heavy-tailed,Local linear,0.03420796854403252,0.02421759516230418
Heavy-tailed,B-spline,0.029670065955848434,0.020132825652196082
Heavy-tailed,Smoothing spline,0.07635686541176444,0.04679041979501458
Heavy-tailed,Nadaraya-Watson,0.06956699775206773,0.04563138480034182
Heavy-tailed,Local linear,0.04324055845132705,0.034070439079502725
Heavy-tailed,B-spline,0.038247484489979396,0.03234809852071008
Heavy-tailed,Smoothing spline,0.07131822647605293,0.051077473201758705
Heavy-tailed,Nadaraya-Watson,0.05965540852426447,0.023371848393452743
Heavy-tailed,Local linear,0.03904513366663445,0.029392191457194045
Heavy-tailed,B-spline,0.03180779632838286,0.025527855510050768
Heavy-tailed,Smoothing spline,0.07421034504918061,0.05801240534642732
Heavy-tailed,Nadaraya-Watson,0.06827929758933056,0.03222377804023624
Heavy-tailed,Local linear,0.03886943634604395,0.02936463826104513
Heavy-tailed,B-spline,0.036907605683698816,0.02384719008054398
Heavy-tailed,Smoothing spline,0.06996242011096505,0.06717719347158602
Heavy-tailed,Nadaraya-Watson,0.052067131904770955,0.033035153066267586
Heavy-tailed,Local linear,0.03913606431060177,0.026279152097223757
Heavy-tailed,B-spline,0.03509689689487589,0.020284284577495093
Heavy-tailed,Smoothing spline,0.07465170561811516,0.052428350294687315
Heavy-tailed,Nadaraya-Watson,0.05320034474346149,0.030989085775913167
Heavy-tailed,Local linear,0.031584752858370486,0.021754269521241654
Heavy-tailed,B-spline,0.032123295682907775,0.01566997782380919
Heavy-tailed,Smoothing spline,0.0780198970422438,0.05665792022530375
Heavy-tailed,Nadaraya-Watson,0.053486744955298385,0.03248314117495892
Heavy-tailed,Local linear,0.03617573412520975,0.025538169710469474
Heavy-tailed,B-spline,0.026382586444385014,0.02016692973690687
Heavy-tailed,Smoothing spline,0.06898333348604418,0.0639989986938661
Heavy-tailed,Nadaraya-Watson,0.07392428207371927,0.04375837934653799
Heavy-tailed,Local linear,0.03827788115485361,0.03488439869171532
Heavy-tailed,B-spline,0.03184138594871209,0.023840385287094812
Heavy-tailed,Smoothing spline,0.06872235461453474,0.0653787235492475
Heavy-tailed,Nadaraya-Watson,0.053645394306931354,0.02868911759699677
Heavy-tailed,Local linear,0.035682306624845436,0.02809802410888397
Heavy-tailed,B-spline,0.030808976877671878,0.025708403855071782
Heavy-tailed,Smoothing spline,0.06890953824540216,0.0598968175522927
