Function,Method,ISE,RMSE,Boundary RMSE,Time
Smooth periodic,Linear,0.201759885088942,0.44917689732325056,0.6025441553699876,0.000369400000636233
Smooth periodic,Polynomial,0.0052258201361801765,0.07228983425198993,0.09857279030804991,0.0006210999999893829
Smooth periodic,Nadaraya-Watson,0.005294700514737693,0.07276469277567035,0.1319098544197641,0.00023319999854720663
Smooth periodic,Local linear,0.0018151402623434521,0.0426044629392679,0.05592675578392807,0.003613799999584444
Smooth periodic,Local quadratic,0.0009992414206167052,0.03161078013299743,0.05408182655482658,0.003854799999317038
Smooth periodic,B-spline,0.0012794005411892627,0.03576870896732593,0.06221800032913207,0.000793100000009872
Smooth periodic,Smoothing spline,0.005225820136180278,0.07228983425199063,0.09857279030805266,6.570000005012844e-05
Smooth periodic,Linear,0.20049579519744734,0.44776756827337033,0.6324986472479214,0.00035039999966102187
Smooth periodic,Polynomial,0.005172521917474391,0.07192024692306326,0.09771911846482915,0.0007535000004281756
Smooth periodic,Nadaraya-Watson,0.003073467964019972,0.05543886690779287,0.04310714388941669,0.00020279999989725184
Smooth periodic,Local linear,0.003195722849290933,0.05653072482545163,0.0744608788999614,0.003551399999196292
Smooth periodic,Local quadratic,0.002641892342334431,0.05139934184728858,0.06458232484059644,0.0039157999999588355
Smooth periodic,B-spline,0.003023374525113873,0.05498522096994676,0.07088196198861857,0.0007693000006838702
Smooth periodic,Smoothing spline,0.00517252191747429,0.07192024692306256,0.09771911846482695,6.629999916185625e-05
Smooth periodic,Linear,0.2044505067967774,0.45216203599680654,0.6539494926822669,0.00039319999996223487
Smooth periodic,Polynomial,0.005100531524700589,0.07141800560573355,0.07666127452958459,0.0007203999994089827
Smooth periodic,Nadaraya-Watson,0.002755177333898896,0.05248978313823459,0.09254178148149524,0.00022539999918080866
Smooth periodic,Local linear,0.0020819399508007195,0.045628280164835486,0.03195391989585437,0.003620700001192745
Smooth periodic,Local quadratic,0.001003469361366068,0.03167758452543483,0.0333161268282065,0.003891600001225015
Smooth periodic,B-spline,0.0011201027726367976,0.03346793648608766,0.039508446445673716,0.0008082999993348494
Smooth periodic,Smoothing spline,0.005100531524700673,0.07141800560573414,0.07666127452958497,6.690000009257346e-05
Smooth periodic,Linear,0.2028032600280475,0.450336829526575,0.6453589662617221,0.0003299999989394564
Smooth periodic,Polynomial,0.004866434225387776,0.06975983246387406,0.09739432093989234,0.0006276999993133359
Smooth periodic,Nadaraya-Watson,0.004359598164991695,0.06602725319890033,0.10116227383918905,0.0002051999999821419
Smooth periodic,Local linear,0.002795130822619444,0.052868996799820635,0.05735682204816835,0.0035947999986092327
Smooth periodic,Local quadratic,0.0018628801685650765,0.04316109554407854,0.06328424515225277,0.0038385999996535247
Smooth periodic,B-spline,0.004671262419678162,0.06834663429663645,0.08874705814844362,0.0007832999999664025
Smooth periodic,Smoothing spline,0.00486643422538799,0.06975983246387558,0.09739432093989649,7.109999933163635e-05
Smooth periodic,Linear,0.20079479276867154,0.4481013197577882,0.5898622100340251,0.00034920000143756624
Smooth periodic,Polynomial,0.006148437978933964,0.07841197599177031,0.13416166407939978,0.0006460999993578298
Smooth periodic,Nadaraya-Watson,0.0037061905005105365,0.060878489637231775,0.09124987220974812,0.00023370000053546391
Smooth periodic,Local linear,0.002954517292160741,0.05435547159358238,0.07547942774797291,0.003639399999883608
Smooth periodic,Local quadratic,0.0015290498942267321,0.03910306758077596,0.06043215681015144,0.003873100000419072
Smooth periodic,B-spline,0.002184090056131011,0.046734249283913946,0.07440347235553733,0.0008077000002231216
Smooth periodic,Smoothing spline,0.006148437978933795,0.07841197599176923,0.1341616640793969,6.669999856967479e-05
Smooth periodic,Linear,0.20774447160287596,0.45578994241083903,0.7319946834982365,0.0004180999985692324
Smooth periodic,Polynomial,0.006105709681115916,0.07813904069743828,0.13558643123987793,0.0006561999998666579
Smooth periodic,Nadaraya-Watson,0.0025531925470000227,0.05052912572962274,0.06488502005634832,0.00023049999981594738
Smooth periodic,Local linear,0.0034805890197303277,0.05899651701355198,0.09624211586913187,0.003604800000175601
Smooth periodic,Local quadratic,0.0020101077118204426,0.044834224782195606,0.07652548834247126,0.00392689999898721
Smooth periodic,B-spline,0.004404137263667667,0.06636367427793362,0.12269263417076647,0.0008629000003566034
Smooth periodic,Smoothing spline,0.006105709681115792,0.07813904069743749,0.13558643123987416,6.540000140375923e-05
Smooth periodic,Linear,0.20521534770105032,0.4530070062383697,0.7081194155576889,0.0003419999993639067
Smooth periodic,Polynomial,0.004939363611993357,0.0702806062295521,0.09698749241001262,0.0006586999988940079
Smooth periodic,Nadaraya-Watson,0.005642586657405945,0.07511715288405135,0.12980682630034007,0.0002060999995592283
Smooth periodic,Local linear,0.0021854427625665907,0.04674871936819864,0.05041518399664391,0.003567399999155896
Smooth periodic,Local quadratic,0.001259596066217519,0.03549078846993286,0.04613511890271253,0.0038918000009289244
Smooth periodic,B-spline,0.0022271941188969947,0.04719315754319682,0.07737644304467997,0.0008022999991226243
Smooth periodic,Smoothing spline,0.004939363611993287,0.0702806062295516,0.09698749241001095,6.749999920430128e-05
Smooth periodic,Linear,0.20029532068381,0.44754365226624543,0.629866719395089,0.00035709999974642415
Smooth periodic,Polynomial,0.005345644329459471,0.07311391337809427,0.09690227776054151,0.0006445999988500262
Smooth periodic,Nadaraya-Watson,0.0027529638020416525,0.05246869354235583,0.08990989827711113,0.00023220000002766028
Smooth periodic,Local linear,0.0019002187945643487,0.043591499108935776,0.0661761392240001,0.003612500000599539
Smooth periodic,Local quadratic,0.0019178608109660332,0.04379338775392962,0.07244487082720176,0.0038610999999946216
Smooth periodic,B-spline,0.00214120408486666,0.04627314647683535,0.07851261598661471,0.0008225000001402805
Smooth periodic,Smoothing spline,0.0053456443294593045,0.07311391337809313,0.09690227776054014,7.199999890872277e-05
Smooth periodic,Linear,0.20735569909373291,0.4553632605884371,0.5549213308393347,0.0003508000008878298
Smooth periodic,Polynomial,0.0051116716792215106,0.07149595568437078,0.08673709052912221,0.0006586999988940079
Smooth periodic,Nadaraya-Watson,0.005099061288528804,0.07140771168808593,0.11817860574667265,0.00025180000011459924
Smooth periodic,Local linear,0.0025517082841315973,0.05051443639328858,0.05285012799779,0.0035860000007232884
Smooth periodic,Local quadratic,0.0013704612943443884,0.037019741954049175,0.04554030724577185,0.003844799999569659
Smooth periodic,B-spline,0.002322491040732186,0.048192230086728564,0.06386117358476533,0.0008605000002717134
Smooth periodic,Smoothing spline,0.005111671679221462,0.07149595568437044,0.08673709052912094,6.650000068475492e-05
Smooth periodic,Linear,0.20003560157877412,0.44725339750389165,0.6124944649814378,0.0003933000007236842
Smooth periodic,Polynomial,0.004819617078131722,0.0694234620148817,0.09032394356286477,0.0006285999988904223
Smooth periodic,Nadaraya-Watson,0.0021799733980445318,0.04669018524320215,0.0833734803834185,0.0002392999995208811
Smooth periodic,Local linear,0.0014789347442824643,0.038456920629224386,0.06094950114788591,0.003577900000891532
Smooth periodic,Local quadratic,0.001255366168822576,0.03543114687422037,0.051241487335162164,0.003860500000882894
Smooth periodic,B-spline,0.0010118773498014302,0.03181001964478221,0.04158423306490822,0.0007915999995020684
Smooth periodic,Smoothing spline,0.004819617078131494,0.06942346201488006,0.09032394356286381,6.919999941601418e-05
Smooth periodic,Linear,0.20065169994935456,0.4479416256046702,0.5869059488190879,0.00036219999856257346
Smooth periodic,Polynomial,0.004979294958613202,0.07056411948443204,0.10684949999113078,0.0006587000007129973
Smooth periodic,Nadaraya-Watson,0.002270258139997666,0.047647225942311335,0.07861160300262311,0.00020390000099723693
Smooth periodic,Local linear,0.0009613178211424013,0.03100512572369932,0.032825747291252254,0.003577099998437916
Smooth periodic,Local quadratic,0.0005407273535424812,0.023253544967219108,0.02528980939977102,0.0038344999993569218
Smooth periodic,B-spline,0.0005173446164260647,0.022745210845935563,0.027569326336937705,0.0008096999990812037
Smooth periodic,Smoothing spline,0.004979294958613201,0.07056411948443204,0.1068494999911297,6.630000098084565e-05
Smooth periodic,Linear,0.2017490302203086,0.4491648140942349,0.6627558085649617,0.0003530000012688106
Smooth periodic,Polynomial,0.004912287190661679,0.07008771069639583,0.08674972688285092,0.0006632999993598787
Smooth periodic,Nadaraya-Watson,0.004153158469745042,0.06444500345057824,0.11183383207974625,0.00020290000065870117
Smooth periodic,Local linear,0.002217242005814869,0.047087599278524156,0.06763733846977917,0.003584400001273025
Smooth periodic,Local quadratic,0.001664157778936837,0.040794090000107086,0.06346891583479433,0.0038680000016029226
Smooth periodic,B-spline,0.0023805973714293624,0.0487913657467114,0.07975852728417425,0.0007968000008986564
Smooth periodic,Smoothing spline,0.004912287190661715,0.07008771069639609,0.08674972688285025,6.570000005012844e-05
Smooth periodic,Linear,0.201023764343959,0.4483567378148331,0.5786121043426372,0.000347400000464404
Smooth periodic,Polynomial,0.005703138043041252,0.07551912369089867,0.10336248820856465,0.0006138999997347128
Smooth periodic,Nadaraya-Watson,0.003454252842560895,0.05877289207245884,0.07554232831384801,0.0002258000004076166
Smooth periodic,Local linear,0.0046364451963722825,0.06809144730707582,0.06736748843925068,0.00359539999953995
Smooth periodic,Local quadratic,0.002448376764421897,0.04948107481069805,0.06043437394632004,0.0038717000006727176
Smooth periodic,B-spline,0.0019851854827799397,0.04455542035240987,0.06721387539553142,0.0007734999999229331
Smooth periodic,Smoothing spline,0.005703138043041303,0.075519123690899,0.10336248820856642,6.69999990350334e-05
Smooth periodic,Linear,0.20377170605842918,0.451410795239136,0.5887949470813736,0.00037569999949482735
Smooth periodic,Polynomial,0.005545057474687965,0.07446514268225077,0.12622623392225008,0.0006484999994427199
Smooth periodic,Nadaraya-Watson,0.003131989310317411,0.05596417881392893,0.07849376446687958,0.00023220000002766028
Smooth periodic,Local linear,0.0015630478694687638,0.0395354002062552,0.05252476514912805,0.003654300000562216
Smooth periodic,Local quadratic,0.001220971471030959,0.03494240219319443,0.051654592914147826,0.0039252000005944865
Smooth periodic,B-spline,0.001378812828657431,0.037132369014882836,0.057775593181527966,0.0008089000002655666
Smooth periodic,Smoothing spline,0.005545057474687698,0.07446514268224898,0.12622623392223992,6.659999962721486e-05
Smooth periodic,Linear,0.20036718785487717,0.4476239357483882,0.5892572094729973,0.0003569000000425149
Smooth periodic,Polynomial,0.0057198538494328,0.0756297153864326,0.07560358368670209,0.0006633000011788681
Smooth periodic,Nadaraya-Watson,0.005396913387991288,0.07346368754691864,0.11627009357904296,0.00020640000002458692
Smooth periodic,Local linear,0.0037257799020748083,0.06103916695102259,0.08279009188412678,0.003600899999582907
Smooth periodic,Local quadratic,0.0028462043151615546,0.0533498295701266,0.0742253015868407,0.003921899999113521
Smooth periodic,B-spline,0.002973131821665156,0.05452643232107852,0.08320581781314004,0.0008034000002226094
Smooth periodic,Smoothing spline,0.0057198538494328465,0.07562971538643291,0.07560358368670497,6.67000003886642e-05
Smooth periodic,Linear,0.20626512438331035,0.45416420420736636,0.690202756138086,0.00036299999919719994
Smooth periodic,Polynomial,0.005897263158112007,0.07679364008895533,0.09666453082890392,0.000654499999654945
Smooth periodic,Nadaraya-Watson,0.0036484655992244067,0.06040252974192725,0.10521455065819735,0.000255299999480485
Smooth periodic,Local linear,0.0013017052823394634,0.03607915301582707,0.043901169608669195,0.003641899998910958
Smooth periodic,Local quadratic,0.001178344008510204,0.034327015723919316,0.040928688499335536,0.003919799999493989
Smooth periodic,B-spline,0.0016071480847097252,0.040089251486024595,0.03927908690306775,0.0007855999992898433
Smooth periodic,Smoothing spline,0.005897263158111699,0.07679364008895333,0.09666453082890228,7.030000051599927e-05
Smooth periodic,Linear,0.20262164636749228,0.4501351423378231,0.5365587047226504,0.00038190000122995116
Smooth periodic,Polynomial,0.005801895044252551,0.07617017161758631,0.09236211293604672,0.0006611999997403473
Smooth periodic,Nadaraya-Watson,0.0034179601791464015,0.05846332336727362,0.054225283988983276,0.00022329999956127722
Smooth periodic,Local linear,0.0028460664415023667,0.05334853738859545,0.048836630469713364,0.003582399998776964
Smooth periodic,Local quadratic,0.0025747095915067434,0.05074159626486679,0.04480440146678075,0.003893400000379188
Smooth periodic,B-spline,0.0021928171319032332,0.046827525365998504,0.04165871329408468,0.0008058999992499594
Smooth periodic,Smoothing spline,0.005801895044252755,0.07617017161758764,0.09236211293604173,6.790000043110922e-05
Smooth periodic,Linear,0.2006864441897836,0.44798040603332595,0.6210239103351707,0.00040329999865207355
Smooth periodic,Polynomial,0.004769464258493366,0.06906130796975515,0.08829105573029193,0.0006983999992371537
Smooth periodic,Nadaraya-Watson,0.002461875420001054,0.04961728952694871,0.08615913080540069,0.00020839999888266902
Smooth periodic,Local linear,0.0008426959846489421,0.029029226387365926,0.020412601473376743,0.0036094000006414717
Smooth periodic,Local quadratic,0.000795186894226636,0.028199058392553395,0.019370988303953108,0.003882500001054723
Smooth periodic,B-spline,0.00026032471218594193,0.016134581252265023,0.019184337828373865,0.0008121999999275431
Smooth periodic,Smoothing spline,0.004769464258493233,0.06906130796975418,0.08829105573029215,6.53000006423099e-05
Smooth periodic,Linear,0.20243782805225724,0.44993091475498465,0.6737861594336787,0.00036329999966255855
Smooth periodic,Polynomial,0.004719374724972911,0.06869770538360732,0.09122771649048256,0.0006147999993117992
Smooth periodic,Nadaraya-Watson,0.003726406085351559,0.06104429609186725,0.1011342305485571,0.0002252000012958888
Smooth periodic,Local linear,0.0018143417122448231,0.042595090236373756,0.041950737839815115,0.0036170000003039604
Smooth periodic,Local quadratic,0.0012511375832719384,0.03537142325765163,0.040626418276102694,0.003863699999783421
Smooth periodic,B-spline,0.0018114807244049736,0.042561493446599985,0.04600654564291121,0.0008073000008153031
Smooth periodic,Smoothing spline,0.004719374724972917,0.06869770538360737,0.0912277164904823,6.689999827358406e-05
Smooth periodic,Linear,0.20141593951162093,0.44879387196308834,0.5501622281476171,0.0004179999996267725
Smooth periodic,Polynomial,0.005393769726286664,0.07344228840584056,0.10852293351766458,0.0006481999989773612
Smooth periodic,Nadaraya-Watson,0.0015181710185872177,0.038963714127213514,0.04141098310720369,0.00023470000087399967
Smooth periodic,Local linear,0.001919076033905195,0.04380726005932344,0.04750089468007423,0.0036533000002236804
Smooth periodic,Local quadratic,0.0016652456912248778,0.04080742201150273,0.04881245749670843,0.0038568999989365693
Smooth periodic,B-spline,0.002070822095925599,0.04550628633414947,0.04211033621071407,0.0008534000007784925
Smooth periodic,Smoothing spline,0.005393769726286566,0.0734422884058399,0.10852293351766543,6.56000011076685e-05
Smooth periodic,Linear,0.20100394988532844,0.44833464051456967,0.6252123558981937,0.00036410000029718503
Smooth periodic,Polynomial,0.0051626196761149976,0.07185137212409376,0.1104054379676095,0.0009156999985862058
Smooth periodic,Nadaraya-Watson,0.0013480638824362827,0.03671598946557593,0.06148559304203616,0.00020450000010896474
Smooth periodic,Local linear,0.0008427175564737399,0.02902959793854782,0.044625572094076305,0.0035642999991978286
Smooth periodic,Local quadratic,0.0006445346837811049,0.02538768764147505,0.03729042312827577,0.003902899999957299
Smooth periodic,B-spline,0.0003586383890202494,0.018937750368516568,0.028345819959073065,0.0007949999999254942
Smooth periodic,Smoothing spline,0.005162619676115079,0.07185137212409433,0.11040543796761434,6.709999979648273e-05
Smooth periodic,Linear,0.20352852197799579,0.45114135476366585,0.6881907659939541,0.00035399999978835694
Smooth periodic,Polynomial,0.006162884653106571,0.07850404227239875,0.13778592993491307,0.0006494000008387957
Smooth periodic,Nadaraya-Watson,0.0019853393266690885,0.044557146751885816,0.07307373770952845,0.0002175999998144107
Smooth periodic,Local linear,0.0012941632457315764,0.03597448047896698,0.056402993730428286,0.003618599999754224
Smooth periodic,Local quadratic,0.0006876748679766452,0.026223555593714695,0.05073728592045419,0.00388569999995525
Smooth periodic,B-spline,0.0019253110311875975,0.04387836632313921,0.06735386084037341,0.0007759000000078231
Smooth periodic,Smoothing spline,0.006162884653106484,0.07850404227239821,0.13778592993491032,6.70000008540228e-05
Smooth periodic,Linear,0.20173849359364773,0.44915308480923044,0.5497231553103127,0.0003581000000849599
Smooth periodic,Polynomial,0.005520376499437541,0.07429923619686504,0.08677495931294958,0.000697299999956158
Smooth periodic,Nadaraya-Watson,0.005549309468323163,0.0744936874394278,0.10112301206802148,0.0002376000011281576
Smooth periodic,Local linear,0.002956941665857366,0.05437776812133214,0.029990805370160533,0.003653000001577311
Smooth periodic,Local quadratic,0.0015465837330241893,0.039326628803193764,0.031078710727162916,0.0038836000003357185
Smooth periodic,B-spline,0.002155203468603009,0.04642416901359688,0.04586031660822123,0.0008340999993379228
Smooth periodic,Smoothing spline,0.005520376499437341,0.0742992361968637,0.0867749593129476,6.690000009257346e-05
Smooth periodic,Linear,0.20409167502272452,0.4517650661823295,0.6962874719610864,0.0004121999991184566
Smooth periodic,Polynomial,0.005039211129925781,0.07098740120560677,0.07949174485063273,0.0006290999990596902
Smooth periodic,Nadaraya-Watson,0.004930705014670432,0.07021897902042176,0.13916869111682809,0.0002072000006592134
Smooth periodic,Local linear,0.0025095378832200085,0.05009528803410565,0.08463266171948562,0.00359059999937017
Smooth periodic,Local quadratic,0.0017505466440621183,0.041839534462779555,0.08031381928410336,0.0039133999998739455
Smooth periodic,B-spline,0.0023883414540694227,0.0488706604627912,0.09427847607421565,0.0008198000014090212
Smooth periodic,Smoothing spline,0.005039211129925923,0.07098740120560777,0.07949174485063396,6.600000051548705e-05
Smooth periodic,Linear,0.2051000131930904,0.4528796895347487,0.7069371323433669,0.00038780000068072695
Smooth periodic,Polynomial,0.005156328352557206,0.07180757865683264,0.09851094802582551,0.0006386000004567904
Smooth periodic,Nadaraya-Watson,0.0033332753598657346,0.05773452485182271,0.09150807295340622,0.00020699999913631473
Smooth periodic,Local linear,0.0016376154904262212,0.0404674621199084,0.04134713996103989,0.004198700000415556
Smooth periodic,Local quadratic,0.00125919274267152,0.03548510592729744,0.04222066550564274,0.004363500000181375
Smooth periodic,B-spline,0.0020155645605577834,0.04489503937583509,0.03524696671925156,0.0008283999995910563
Smooth periodic,Smoothing spline,0.005156328352557027,0.07180757865683139,0.09851094802582544,7.449999975506216e-05
Smooth periodic,Linear,0.20057999247479244,0.4478615773593359,0.5758506965739804,0.00034250000135216396
Smooth periodic,Polynomial,0.00511610346312666,0.07152694221848617,0.09321242607504396,0.0006604999998671701
Smooth periodic,Nadaraya-Watson,0.003909108587838272,0.06252286452041582,0.08801527337768189,0.00023580000015499536
Smooth periodic,Local linear,0.0022996058225140236,0.047954205472659266,0.03357402805133358,0.004297299999961979
Smooth periodic,Local quadratic,0.001199059851640828,0.034627443619776904,0.031070871022262674,0.004753100000016275
Smooth periodic,B-spline,0.0010656229492407457,0.032643880731934215,0.03281405413637239,0.0010144000007130671
Smooth periodic,Smoothing spline,0.005116103463126585,0.07152694221848566,0.09321242607504099,9.440000030735973e-05
Smooth periodic,Linear,0.20110235995069575,0.4484443777668483,0.6305360991621421,0.0004227999997965526
Smooth periodic,Polynomial,0.005016920245203036,0.07083022127032385,0.1102191319191096,0.0006831000009697163
Smooth periodic,Nadaraya-Watson,0.004201655825824734,0.0648201806987973,0.1308114347627447,0.00022840000019641593
Smooth periodic,Local linear,0.002857232601943979,0.05345308786163788,0.10354743945373189,0.004320099998949445
Smooth periodic,Local quadratic,0.0032554088187320006,0.05705619001240795,0.11298173261602898,0.004510499999014428
Smooth periodic,B-spline,0.0031540503211619853,0.05616093233878855,0.11169365674045258,0.0009683000007498777
Smooth periodic,Smoothing spline,0.005016920245203085,0.07083022127032418,0.1102191319191077,7.720000030531082e-05
Smooth periodic,Linear,0.2017291845996038,0.4491427218597712,0.6663240295660415,0.00043000000005122274
Smooth periodic,Polynomial,0.007128758518781332,0.08443197568919805,0.14640320396911488,0.0007805999994161539
Smooth periodic,Nadaraya-Watson,0.0025791067496768257,0.0507849067113136,0.08084375442426477,0.0002060999995592283
Smooth periodic,Local linear,0.002380559769664303,0.048790980413026167,0.07459001386771498,0.003538299999490846
Smooth periodic,Local quadratic,0.0022576399215678182,0.047514628500787186,0.07337691363764173,0.003860099999656086
Smooth periodic,B-spline,0.0024770526738499546,0.049769997728048514,0.06002102871979862,0.0008706000007805414
Smooth periodic,Smoothing spline,0.0071287585187812036,0.0844319756891973,0.14640320396911866,6.930000017746352e-05
Smooth periodic,Linear,0.20373983077697638,0.45137548756769724,0.5876549027911564,0.0003482000010990305
Smooth periodic,Polynomial,0.004949055045342189,0.07034952057649142,0.07795667115548596,0.0007538999998359941
Smooth periodic,Nadaraya-Watson,0.0028089381952611445,0.052999416933218656,0.07786936423995505,0.00020260000019334257
Smooth periodic,Local linear,0.0025557794212610076,0.05055471710197781,0.027970620519957468,0.003629700000601588
Smooth periodic,Local quadratic,0.0015065591665796188,0.038814419570304265,0.02951265030666065,0.0038961000009294366
Smooth periodic,B-spline,0.0008794591478030861,0.02965567648533896,0.03267335358816132,0.0007789999999658903
Smooth periodic,Smoothing spline,0.004949055045342329,0.07034952057649241,0.07795667115548738,6.579999899258837e-05
Smooth periodic,Linear,0.2005175977171283,0.44779191341194213,0.6378846937372543,0.0003893999983120011
Smooth periodic,Polynomial,0.005467952685473376,0.07394560626212605,0.0878701879514013,0.0006450000000768341
Smooth periodic,Nadaraya-Watson,0.0023577389551184998,0.04855655419321371,0.08196384811550715,0.00022530000023834873
Smooth periodic,Local linear,0.0009460639776757419,0.030758153027705386,0.03938950025278684,0.0035591000014392193
Smooth periodic,Local quadratic,0.0011031071418922604,0.03321305679837766,0.049021955093498576,0.0039080999995348975
Smooth periodic,B-spline,0.0018818812988079562,0.04338065581348392,0.046191506547371426,0.000774799998907838
Smooth periodic,Smoothing spline,0.0054679526854731625,0.07394560626212461,0.08787018795140099,6.500000017695129e-05
Smooth periodic,Linear,0.20379130861530714,0.4514325072647152,0.5684975951664024,0.0003618000009737443
Smooth periodic,Polynomial,0.005022333412402366,0.07086842323914344,0.08061608303136582,0.0006113999988883734
Smooth periodic,Nadaraya-Watson,0.0039399175911622045,0.0627687628614919,0.10066062958098368,0.00020620000032067765
Smooth periodic,Local linear,0.0025553564304910937,0.050550533434288246,0.06541137246368085,0.003601899999921443
Smooth periodic,Local quadratic,0.0015055150295936045,0.038800966864159514,0.04405227327889161,0.0038991000001260545
Smooth periodic,B-spline,0.0028494719405791273,0.053380445301431566,0.06821458743272531,0.0008006000007299008
Smooth periodic,Smoothing spline,0.005022333412402324,0.07086842323914314,0.08061608303136687,6.69999990350334e-05
Smooth periodic,Linear,0.2004067902822411,0.44766816983368507,0.5786854878615576,0.0003663000006781658
Smooth periodic,Polynomial,0.004978791787233702,0.07056055404568265,0.08770682047461098,0.0006342999986372888
Smooth periodic,Nadaraya-Watson,0.0031630449958428416,0.05624095479135149,0.08897902735604765,0.00021629999901051633
Smooth periodic,Local linear,0.0018297984821199142,0.0427761438435013,0.04413396415536445,0.0035926000000472413
Smooth periodic,Local quadratic,0.0012521983183244165,0.03538641431855475,0.03537278890947606,0.003896300000633346
Smooth periodic,B-spline,0.001640296269095312,0.040500571219370625,0.04007546280037215,0.000811500000054366
Smooth periodic,Smoothing spline,0.004978791787233651,0.07056055404568229,0.08770682047461403,6.539999958476983e-05
Smooth periodic,Linear,0.20059305086388762,0.44787615572152045,0.5809556190681024,0.0003944000000046799
Smooth periodic,Polynomial,0.005428044895724781,0.07367526651275026,0.07107582018586436,0.000669100001687184
Smooth periodic,Nadaraya-Watson,0.0036946795930682275,0.06078387609447285,0.09150287538055914,0.00020769999900949188
Smooth periodic,Local linear,0.0026938661866824135,0.05190246802111065,0.05788700596165332,0.0036240999997971812
Smooth periodic,Local quadratic,0.0019215346636008916,0.04383531297482535,0.05526276718216005,0.0038812999991932884
Smooth periodic,B-spline,0.002665661894945179,0.05163004837248537,0.06650956985648207,0.0008058999992499594
Smooth periodic,Smoothing spline,0.005428044895724833,0.07367526651275062,0.07107582018586667,6.790000043110922e-05
Smooth periodic,Linear,0.20253067991008827,0.45003408749792306,0.6214765295209871,0.00039180000021588057
Smooth periodic,Polynomial,0.00502687521731462,0.07090045992315297,0.0932300670609007,0.0006420000008802162
Smooth periodic,Nadaraya-Watson,0.003074553642911525,0.055448657719655625,0.09397290798907741,0.00021639999977196567
Smooth periodic,Local linear,0.001678945650400001,0.04097493929708745,0.05063955017360637,0.0036087000007682946
Smooth periodic,Local quadratic,0.0007773725190995938,0.02788140095295776,0.042815155752860226,0.0038818000011815457
Smooth periodic,B-spline,0.0005874625842860222,0.02423762744754573,0.04033727793292557,0.0007999999997991836
Smooth periodic,Smoothing spline,0.005026875217314673,0.07090045992315334,0.0932300670609023,6.649999886576552e-05
Smooth periodic,Linear,0.20098922344272438,0.44831821671969163,0.5586878663940273,0.00036840000029769726
Smooth periodic,Polynomial,0.004846709950515311,0.06961831619994346,0.08665395408528323,0.0006608999992749887
Smooth periodic,Nadaraya-Watson,0.0019068720222826315,0.0436677457888844,0.06623410525290224,0.00020459999905142467
Smooth periodic,Local linear,0.0012999218356313398,0.03605442879358013,0.029805351002816362,0.003671000000394997
Smooth periodic,Local quadratic,0.00047642986917396837,0.021827273516726003,0.015525986368396076,0.0039240000005520415
Smooth periodic,B-spline,0.00046099621608423154,0.021470822436139504,0.020976510296598656,0.0008063999994192272
Smooth periodic,Smoothing spline,0.004846709950515309,0.06961831619994345,0.08665395408528342,6.579999899258837e-05
Smooth periodic,Linear,0.20096837683991148,0.44829496633345267,0.6508629033806111,0.00035009999919566326
Smooth periodic,Polynomial,0.005900887915148084,0.07681723709655329,0.09784075490213398,0.0006807999998272862
Smooth periodic,Nadaraya-Watson,0.00739461403644675,0.0859919416948283,0.10866610648027382,0.00020460000087041408
Smooth periodic,Local linear,0.004097548381832048,0.06401209559006835,0.03520554836367196,0.0035772999999608146
Smooth periodic,Local quadratic,0.0023654134042384134,0.048635515873057346,0.03303306606713189,0.0038703000009263633
Smooth periodic,B-spline,0.003741088603266116,0.0611644390415388,0.038479978430261526,0.0008011999998416286
Smooth periodic,Smoothing spline,0.0059008879151480585,0.07681723709655314,0.09784075490212737,6.580000081157777e-05
Smooth periodic,Linear,0.20069705784563097,0.4479922519928564,0.6433011933867027,0.0003171999996993691
Smooth periodic,Polynomial,0.004715233411097365,0.06866755719477259,0.0880660849027952,0.0006493000000773463
Smooth periodic,Nadaraya-Watson,0.0028711671156330357,0.053583272722306126,0.10693461615029815,0.0002086000004055677
Smooth periodic,Local linear,0.0007015841325796034,0.026487433484194037,0.032059057740317816,0.003607700000429759
Smooth periodic,Local quadratic,0.0003478967070262115,0.01865198935840924,0.0279035691320899,0.003905300000042189
Smooth periodic,B-spline,0.000570026219334452,0.02387522186984766,0.03867178716672513,0.0007963999996718485
Smooth periodic,Smoothing spline,0.004715233411097404,0.06866755719477287,0.08806608490279864,7.030000051599927e-05
Smooth periodic,Linear,0.20313855502955155,0.4507089471372313,0.6483085001486588,0.00039850000030128285
Smooth periodic,Polynomial,0.006572893819118307,0.08107338539322449,0.11543031088770396,0.0006463000008807285
Smooth periodic,Nadaraya-Watson,0.0034273704159970306,0.05854374788136672,0.07665603679345129,0.00022420000095735304
Smooth periodic,Local linear,0.0035528805706172835,0.05960604474897897,0.04972746873653044,0.0036457999995036516
Smooth periodic,Local quadratic,0.0024728823654675096,0.049728084273049464,0.052779135747897235,0.0038983000013104174
Smooth periodic,B-spline,0.0020829821241382814,0.04563969899263449,0.040573891486603786,0.0007869999990361976
Smooth periodic,Smoothing spline,0.006572893819118945,0.08107338539322843,0.11543031088771025,8.55999987834366e-05
Smooth periodic,Linear,0.2008811875809245,0.4481977103700157,0.6071097601394508,0.00037659999907191377
Smooth periodic,Polynomial,0.005446654524875206,0.07380145340625215,0.0939984119573553,0.0006532999996125
Smooth periodic,Nadaraya-Watson,0.002986962713958672,0.054653112573381145,0.07507653630336687,0.0002091999995172955
