Function,Method,ISE,RMSE,Boundary RMSE,Time
Boundary change,Local quadratic,0.0013172516893991946,0.03629396216175901,0.028261144844185515,0.003876700000546407
Boundary change,B-spline,0.002284123958307952,0.04779250943723244,0.0504213597138861,0.0008058000003074994
Boundary change,Smoothing spline,0.012141442864803183,0.11018821563489983,0.17512399825137437,0.00013179999950807542
Boundary change,Linear,0.07479532798652976,0.2734873452036305,0.3395523631518659,0.00043000000005122274
Boundary change,Polynomial,0.030102441353506385,0.1735005514501507,0.2931983513199166,0.0006494000008387957
Boundary change,Nadaraya-Watson,0.0047761383432133875,0.0691096110769941,0.11576119422863962,0.00021410000044852495
Boundary change,Local linear,0.002421896487602765,0.04921276752635199,0.055373756169755525,0.0036073000010219403
Boundary change,Local quadratic,0.0018470538602908002,0.04297736451076078,0.03842073482229937,0.0038589999985561008
Boundary change,B-spline,0.0015833295634021256,0.03979107391617027,0.03084756602679409,0.0007773999986966373
Boundary change,Smoothing spline,0.01587433994842358,0.12599341232153202,0.19883231073594293,0.00012769999921147246
Boundary change,Linear,0.08158251959227128,0.2856265386694158,0.28670513310261525,0.0003941999984817812
Boundary change,Polynomial,0.033196323837267304,0.18219858352157214,0.2949512109769735,0.0006516000012197765
Boundary change,Nadaraya-Watson,0.005837509491074184,0.0764035960611422,0.11556536952093097,0.000197300001673284
Boundary change,Local linear,0.00399227307672094,0.06318443698190987,0.09446410313279485,0.0036129000000073574
Boundary change,Local quadratic,0.0028205431183238516,0.05310878569807308,0.07372441210504596,0.003773200000068755
Boundary change,B-spline,0.003038114590568291,0.05511909460947532,0.0968754737802218,0.0008003000002645422
Boundary change,Smoothing spline,0.025708338559101533,0.16033820056088172,0.24155442163310134,0.00016319999849656597
Boundary change,Linear,0.07570517464000225,0.27514573345774823,0.3323645383364397,0.00039629999992030207
Boundary change,Polynomial,0.030284032091063572,0.17402307919084634,0.2754175919606418,0.0007583000005979557
Boundary change,Nadaraya-Watson,0.004176277404257408,0.06462412401152845,0.11438840658006418,0.00023259999943547882
Boundary change,Local linear,0.0029946165916360035,0.05472309011410086,0.08331276497687906,0.0036285999995016027
Boundary change,Local quadratic,0.0017095772846393803,0.041347034774447615,0.06206651391539072,0.003979299999627983
Boundary change,B-spline,0.0016214189372511722,0.04026684662661297,0.06820004439095328,0.0008208999988710275
Boundary change,Smoothing spline,0.010752265016490365,0.10369312907078446,0.14274649203083284,0.0001266999988729367
Boundary change,Linear,0.07460487745582378,0.2731389343462843,0.34694801737504855,0.00034719999894150533
Boundary change,Polynomial,0.03075438632667787,0.17536928558524115,0.3053462111124098,0.0006611999997403473
Boundary change,Nadaraya-Watson,0.0035758014029419805,0.05979800500804337,0.11799056822763712,0.00019940000129281543
Boundary change,Local linear,0.0014284309080809647,0.03779458834384845,0.05908535441915057,0.00358570000025793
Boundary change,Local quadratic,0.0008873362404104707,0.02978818961283936,0.031462686078014654,0.003878699999404489
Boundary change,B-spline,0.0014995833846558038,0.03872445460759653,0.04604330120788278,0.0008072999989963137
Boundary change,Smoothing spline,0.01834735686249813,0.13545241549155973,0.22706008451950183,0.00012600000081874896
Boundary change,Linear,0.07476461569222394,0.27343119005011834,0.34505382265759404,0.0003842000005533919
Boundary change,Polynomial,0.032524488573004155,0.18034547006510632,0.32916402673318274,0.000628399999186513
Boundary change,Nadaraya-Watson,0.006613286746196825,0.08132211720188319,0.1379947336190456,0.00020179999955871608
Boundary change,Local linear,0.0040603419835404985,0.0637208127972368,0.09682973267642718,0.0035915000007662456
Boundary change,Local quadratic,0.0036733547884122745,0.06060820726941422,0.08236912020312206,0.003892200000336743
Boundary change,B-spline,0.002222463124389793,0.04714300716320283,0.06446595289925693,0.0007893000001786277
Boundary change,Smoothing spline,0.012302065403667668,0.11091467623208241,0.1937663161770591,0.00012870000136899762
Boundary change,Linear,0.07559798201356052,0.27495087200000023,0.3257180051824448,0.0004349000009824522
Boundary change,Polynomial,0.031131812743891447,0.1764420945916576,0.25758825750273306,0.0006202000004122965
Boundary change,Nadaraya-Watson,0.004602538407960818,0.06784201064208532,0.09981797776060485,0.0002168000009987736
Boundary change,Local linear,0.004029859407152146,0.06348117364346809,0.08527187425804482,0.003662600000097882
Boundary change,Local quadratic,0.0034828155396518473,0.05901538392361645,0.05480681561467327,0.003881099999489379
Boundary change,B-spline,0.0048208357025038085,0.06943223820750566,0.0653241111057026,0.0008262999999715248
Boundary change,Smoothing spline,0.008442422568064115,0.09188265651396957,0.12816297283756184,0.00015170000006037299
Boundary change,Linear,0.07486179187859382,0.27360883004500025,0.33623142808839956,0.0003859999997075647
Boundary change,Polynomial,0.030205869126408647,0.17379835766315127,0.26370320517360657,0.0006798000013077399
Boundary change,Nadaraya-Watson,0.003986937232091262,0.06314219850536773,0.07885882226036658,0.00020589999985531904
Boundary change,Local linear,0.004078941906612463,0.06386659460635476,0.08648726340213006,0.0035848000006808434
Boundary change,Local quadratic,0.0035196219105013186,0.05932640146259773,0.06761959361160037,0.003906699999788543
Boundary change,B-spline,0.004253841626716765,0.06522148132875215,0.05895660980570351,0.000813900000139256
Boundary change,Smoothing spline,0.004428144402220764,0.06654430405542433,0.06232618469890911,0.0001250000004802132
Boundary change,Linear,0.07502103650572746,0.2738996832888411,0.3688393458311756,0.00038300000051094685
Boundary change,Polynomial,0.030454369366968558,0.17451180294458182,0.27588660978348584,0.0006221999992703786
Boundary change,Nadaraya-Watson,0.004424102982302384,0.06651393073862334,0.11908107426587419,0.0002106000010826392
Boundary change,Local linear,0.002501463061999578,0.05001462848007149,0.07695652799904547,0.003691199999593664
Boundary change,Local quadratic,0.0015106345368339456,0.03886688226284616,0.05134505732953724,0.00402600000052189
Boundary change,B-spline,0.0019250292949752328,0.04387515578291697,0.05528336913589454,0.0008039999993343372
Boundary change,Smoothing spline,0.004543447132319443,0.06740509722802455,0.10087365572301117,0.00013000000035390258
Boundary change,Linear,0.07482825194591582,0.2735475314198902,0.3452931776520181,0.0003778000009333482
Boundary change,Polynomial,0.02995835468989028,0.17308481935135236,0.27768432156125444,0.0006515999994007871
Boundary change,Nadaraya-Watson,0.0032027138059964487,0.05659252429426036,0.09268422534240316,0.0002158999996026978
Boundary change,Local linear,0.0024179861834198453,0.04917302292334533,0.076332151394983,0.00416630000108853
Boundary change,Local quadratic,0.0022705958572608763,0.04765076974468383,0.05928601950834906,0.0038233000013860874
Boundary change,B-spline,0.0030240022608417462,0.05499092889597107,0.08500397669756922,0.0007896999995864462
Boundary change,Smoothing spline,0.00832594867303374,0.09124663650257876,0.11900288428331057,0.0001312000003963476
Boundary change,Linear,0.07578105515525578,0.27528359042132494,0.38342506924050423,0.00035339999885763973
Boundary change,Polynomial,0.03128132113433381,0.1768652626558811,0.2687459689563623,0.000645500000246102
Boundary change,Nadaraya-Watson,0.0023863017535855425,0.048849787651386395,0.08649502707452732,0.00020319999930507038
Boundary change,Local linear,0.0020082280032834607,0.04481325700374233,0.07608956677915071,0.003620900000896654
Boundary change,Local quadratic,0.0011171950010499339,0.03342446710195891,0.06213082852792811,0.003898000000845059
Boundary change,B-spline,0.0020360629449483313,0.045122754181768775,0.07971842352452951,0.0007867999993322883
Boundary change,Smoothing spline,0.002765734628803441,0.05259025222228394,0.06557094987868677,0.0001289000010729069
Boundary change,Linear,0.0763825940332059,0.2763740111392638,0.315307068091191,0.0004377999994176207
Boundary change,Polynomial,0.030167949815803327,0.17368923344814247,0.2796059134571572,0.0006298000007518567
Boundary change,Nadaraya-Watson,0.0032724042183432094,0.05720493176591691,0.09414979143156642,0.0002182000007451279
Boundary change,Local linear,0.0027722995484759805,0.05265263097392172,0.08250478940647475,0.003632800000559655
Boundary change,Local quadratic,0.00237684765468762,0.048752924575738224,0.06708951894430704,0.003885000000082073
Boundary change,B-spline,0.0020473335814142866,0.04524747044216159,0.07734819971389165,0.0008168999993358739
Boundary change,Smoothing spline,0.014537207494507135,0.1205703425163383,0.1708045030477295,0.0001300999992963625
Boundary change,Linear,0.0785593052998375,0.28028432938685227,0.4088032213167127,0.00041819999933068175
Boundary change,Polynomial,0.03121558557952005,0.17667932980266834,0.2885533733940708,0.0006421999987651361
Boundary change,Nadaraya-Watson,0.005481626343097265,0.07403800607186328,0.12473849009433521,0.00020930000027874485
Boundary change,Local linear,0.004825024177569397,0.06946239398098368,0.10435709048246397,0.0036134999991190853
Boundary change,Local quadratic,0.004680588110352726,0.06841482376176033,0.09742538504009934,0.0039133000009314856
Boundary change,B-spline,0.004584805234056476,0.06771118987328813,0.07996539863389368,0.0008244000000559026
Boundary change,Smoothing spline,0.003777496819988761,0.061461344111471895,0.08307151924171573,0.00023129999863158446
Boundary change,Linear,0.07488021160355754,0.2736424886664305,0.35416099526052636,0.0003866000006382819
Boundary change,Polynomial,0.03022980984525086,0.17386721900706545,0.2857638738958889,0.0006510000002890592
Boundary change,Nadaraya-Watson,0.0042023286031902495,0.06482537005825921,0.09315184924927378,0.00019570000040403102
Boundary change,Local linear,0.0024879923617780607,0.049879779087101624,0.05645040282075259,0.003603099999963888
Boundary change,Local quadratic,0.0022449801397124774,0.047381221382658316,0.04572316000771162,0.0039020999993226724
Boundary change,B-spline,0.0015243916408176764,0.039043458361391045,0.043274869623351676,0.0008144999992509838
Boundary change,Smoothing spline,0.0065703083884695816,0.08105743882253856,0.12526643268614043,0.0003505000004224712
Boundary change,Linear,0.07613204088184507,0.27592035242411,0.3634161080943662,0.00038250000034167897
Boundary change,Polynomial,0.031361106998874524,0.17709067451132068,0.3003960112482338,0.0006811999992351048
Boundary change,Nadaraya-Watson,0.005762634605539131,0.0759120188477367,0.1252422807023438,0.00020000000040454324
Boundary change,Local linear,0.00349616449916343,0.059128373046815945,0.09153525853517751,0.0036039000005985145
Boundary change,Local quadratic,0.0018932386862371843,0.0435113627255822,0.061431517964620805,0.003972299999077222
Boundary change,B-spline,0.0031378719830171954,0.05601671164052024,0.07669897933622341,0.0007961999999679392
Boundary change,Smoothing spline,0.01827751591448767,0.13519436347158734,0.22132280599877746,0.00013829999988956843
Boundary change,Linear,0.07469688041103939,0.2733073003251823,0.3434512652994826,0.000352700000803452
Boundary change,Polynomial,0.03049256189319821,0.17462119542941576,0.2888737995336313,0.0006726000010530697
Boundary change,Nadaraya-Watson,0.003454759460250813,0.058777201874968606,0.09347250777010745,0.0002086000004055677
Boundary change,Local linear,0.003255254743418479,0.057054839789613634,0.06003807001033756,0.0035979000003862893
Boundary change,Local quadratic,0.0029875763647443988,0.05465872633664636,0.05733467612264087,0.0038734999998268904
Boundary change,B-spline,0.0037828831559686645,0.06150514739408942,0.06475093600524365,0.0007999000008567236
Boundary change,Smoothing spline,0.012306350722719987,0.11093399263850548,0.17482296233480282,0.00012720000086119398
Boundary change,Linear,0.07501161059919215,0.2738824758891889,0.3702291777658413,0.00035710000156541355
Boundary change,Polynomial,0.031079274056642976,0.17629314807060137,0.29896449339114994,0.0006352000000333646
Boundary change,Nadaraya-Watson,0.0053993362095003826,0.07348017562241113,0.12400926892187245,0.0002082999999402091
Boundary change,Local linear,0.0030735476433366685,0.05543958552637879,0.07099931472451042,0.00363169999945967
Boundary change,Local quadratic,0.0017679515875981718,0.04204701639353465,0.028390285541643513,0.00396559999899182
Boundary change,B-spline,0.0016226487146537025,0.040282114078753394,0.05145705892433077,0.000823300000774907
Boundary change,Smoothing spline,0.010136797229879452,0.10068166282833955,0.15298605544210583,0.0001294999983656453
Boundary change,Linear,0.07461146727540002,0.27315099720740543,0.3487772079246804,0.0003809000008914154
Boundary change,Polynomial,0.03235528369020658,0.17987574514149088,0.3245107414505846,0.0006274000006669667
Boundary change,Nadaraya-Watson,0.003432135153028613,0.058584427564230865,0.11619793957540608,0.00022250000074564014
Boundary change,Local linear,0.001257374707133599,0.035459479792202236,0.04340044771828971,0.003601100001105806
Boundary change,Local quadratic,0.0011282397250322034,0.03358927991237983,0.04071231502883396,0.003883999999743537
Boundary change,B-spline,0.0018928416080800587,0.04350679956144854,0.055228841426759046,0.0007774000005156267
Boundary change,Smoothing spline,0.012459087808719198,0.1116202840379794,0.19281399697580495,0.00012620000052265823
Boundary change,Linear,0.07461942486551314,0.2731655631032454,0.3459111212904083,0.000361700000212295
Boundary change,Polynomial,0.03250743442178605,0.18029818197027406,0.32140128356847203,0.0006534000003739493
Boundary change,Nadaraya-Watson,0.00408890702714629,0.06394456213898325,0.10968356258440999,0.0002162000000680564
Boundary change,Local linear,0.0032381123975418406,0.05690441456988939,0.08405683964224894,0.0036116999999649124
Boundary change,Local quadratic,0.00317179629242346,0.056318702865242376,0.07366449691432704,0.003886899999997695
Boundary change,B-spline,0.004036475687404554,0.0635332644164028,0.10596554039057582,0.0009190000000671716
Boundary change,Smoothing spline,0.014445201006797581,0.12018818996389613,0.19519108550893013,0.0001239000011992175
Boundary change,Linear,0.0768451980851511,0.27720966448728135,0.39362882940978355,0.0003501999999571126
Boundary change,Polynomial,0.030570998083939014,0.1748456407347321,0.3021770430914234,0.0006181000007927651
Boundary change,Nadaraya-Watson,0.002670501978533322,0.05167689985412556,0.08571592380178408,0.00020279999989725184
Boundary change,Local linear,0.0027651910322443406,0.05258508374286705,0.08860469125290524,0.0035664999995788094
Boundary change,Local quadratic,0.0027717108374501888,0.052647040158495036,0.09143841593463321,0.0038567999999941094
Boundary change,B-spline,0.0017044501587080993,0.04128498708620483,0.06932353187131014,0.0009728000004542992
Boundary change,Smoothing spline,0.003269460730141179,0.057179198404150255,0.051904229189152024,0.00015409999832627364
Boundary change,Linear,0.07595435634343478,0.2755981791366459,0.35946842302248583,0.0006703999988530995
Boundary change,Polynomial,0.030427871931188427,0.1744358676740206,0.2715755895842386,0.0009776999995665392
Boundary change,Nadaraya-Watson,0.0046283548888296265,0.06803201370553151,0.10909070366103614,0.0002092000013362849
Boundary change,Local linear,0.003319383133864458,0.05761408798084422,0.08305099887976963,0.003569200000129058
Boundary change,Local quadratic,0.002278184033057331,0.04773032613608806,0.053390372254960836,0.003840599998511607
Boundary change,B-spline,0.0032025224228616855,0.056590833381932854,0.06840370894327436,0.0008343999998032814
Boundary change,Smoothing spline,0.006309822617199943,0.07943439190426237,0.10529362042555541,0.0001315000008617062
Boundary change,Linear,0.07579400555509468,0.27530711134130675,0.3743706519380842,0.0004518000005191425
Boundary change,Polynomial,0.03686206662865464,0.19199496511277228,0.3621312076940014,0.0006730999994033482
Boundary change,Nadaraya-Watson,0.004700439082722032,0.06855974826909761,0.12521663659034507,0.00022770000032323878
Boundary change,Local linear,0.0025007586076614737,0.05000758550121645,0.06773186220475359,0.004210700000840006
Boundary change,Local quadratic,0.0018270326634384352,0.042743802631942274,0.04756172733457663,0.0038349000005837297
Boundary change,B-spline,0.0026575793052803502,0.0515517148626537,0.05869292937440263,0.0008238999998866348
Boundary change,Smoothing spline,0.013699588360821436,0.11704524065856517,0.19527457601493073,0.0001329000006080605
Boundary change,Linear,0.07866338318673724,0.280469932767734,0.41100269576623333,0.0003465999998297775
Boundary change,Polynomial,0.03173413111247626,0.17814076207447935,0.31322757185897765,0.0007029999997030245
Boundary change,Nadaraya-Watson,0.005383353385028208,0.07337133898892814,0.10488110880110672,0.00020109999968553893
Boundary change,Local linear,0.005039183072027198,0.0709872035794283,0.09339772770289531,0.003594399999201414
Boundary change,Local quadratic,0.004930996556955527,0.07022105494049151,0.10569845796457669,0.0038788000001659384
Boundary change,B-spline,0.003490649575245723,0.05908171946757917,0.08204797091006374,0.0007949999999254942
Boundary change,Smoothing spline,0.005832994063284691,0.07637404050647505,0.12897880310924628,0.00021419999939098489
Boundary change,Linear,0.0748577273834677,0.27360140237847413,0.3578210114928086,0.00037030000021331944
Boundary change,Polynomial,0.03154087330908354,0.1775975036679388,0.2607770437794441,0.0007170999997470062
Boundary change,Nadaraya-Watson,0.004158270244152304,0.06448465122920573,0.12263192098868497,0.00020899999981338624
Boundary change,Local linear,0.003590525145556863,0.0599209908592712,0.10884253085590868,0.003645999999207561
Boundary change,Local quadratic,0.0016073922914012421,0.04009229715794846,0.06696983179001886,0.0038671999991493067
Boundary change,B-spline,0.0026333956242733376,0.05131662132558356,0.09747357528787652,0.0008077999991655815
Boundary change,Smoothing spline,0.005160223483283717,0.07183469553971616,0.08829547170774132,0.00015319999874918722
Boundary change,Linear,0.07505044507842411,0.2739533629624285,0.3365703634376261,0.0003648999991128221
Boundary change,Polynomial,0.03026265502054616,0.1739616481312653,0.28950403827888,0.0006021999997756211
Boundary change,Nadaraya-Watson,0.0027930855453883064,0.052849650380946765,0.08237474452096717,0.00021720000040659215
Boundary change,Local linear,0.0019749701345301096,0.04444063607251937,0.05134689798207013,0.003603099999963888
Boundary change,Local quadratic,0.0014710781761066722,0.03835463695704435,0.018295812884348533,0.0038492999992740806
Boundary change,B-spline,0.0021654347252128446,0.046534231756985574,0.022278743867459427,0.0008211999993363861
Boundary change,Smoothing spline,0.005607213412995073,0.07488132886771623,0.09304998931452102,0.00014929999997548293
Boundary change,Linear,0.07545421696328806,0.2746893098817063,0.37666006340880664,0.00036580000050889794
Boundary change,Polynomial,0.03142456551669592,0.17726975353030736,0.2610021755973004,0.0006677999990643002
Boundary change,Nadaraya-Watson,0.003688340789764869,0.060731711566239174,0.10622243048334094,0.00020089999998162966
Boundary change,Local linear,0.0029936479389278494,0.054714238904766364,0.09139047746673876,0.003652499999589054
Boundary change,Local quadratic,0.0017735831957476208,0.04211393113623591,0.05291016328975799,0.003844099999696482
Boundary change,B-spline,0.0020879428332530254,0.04569401310076655,0.04168561222638094,0.0008077000002231216
Boundary change,Smoothing spline,0.0025066938425295894,0.050066893677654795,0.04671551889090778,0.00020360000053187832
Boundary change,Linear,0.07468261928279815,0.273281209165208,0.35119612109151205,0.00038379999932658393
Boundary change,Polynomial,0.030872966627272062,0.17570704774502377,0.3042393051670309,0.000641499998891959
Boundary change,Nadaraya-Watson,0.007657853732490881,0.08750916370581359,0.1492995941531715,0.00021569999989878852
Boundary change,Local linear,0.005855548946975349,0.07652155870717317,0.10183906544365268,0.003580599999622791
Boundary change,Local quadratic,0.0053664477453453105,0.07325604238112587,0.09800419394458408,0.0038337000005412847
Boundary change,B-spline,0.00639658137686742,0.07997863075139146,0.11035519227234016,0.000830599999972037
Boundary change,Smoothing spline,0.020470235944023037,0.1430742322852827,0.25287169202059717,0.00012859999878855888
Boundary change,Linear,0.07743632545432887,0.27827383178144666,0.39442828883121733,0.00038110000059532467
Boundary change,Polynomial,0.03290518841856303,0.18139787324707815,0.2679758024100407,0.0006733999998687068
Boundary change,Nadaraya-Watson,0.003926040855128922,0.06265812680833127,0.11216687374234444,0.00022989999888523016
Boundary change,Local linear,0.003180560490168364,0.0563964581349606,0.09425294273316809,0.0036056000008102274
Boundary change,Local quadratic,0.0013679309506020325,0.03698555056507923,0.05416869246360036,0.0038724000005458947
Boundary change,B-spline,0.001839382494583344,0.04288802274042654,0.04815889182343077,0.0008109999998850981
Boundary change,Smoothing spline,0.002243162560844644,0.047362037127267276,0.06713010670490825,0.000335599999743863
Boundary change,Linear,0.0774820320522012,0.2783559448838864,0.32445866219418246,0.00039760000072419643
Boundary change,Polynomial,0.03518195802863015,0.1875685422149198,0.345500107731551,0.0006522000003315043
Boundary change,Nadaraya-Watson,0.004881201245481168,0.0698655941467699,0.10948231843924851,0.00021050000032118987
Boundary change,Local linear,0.0029575658701913453,0.05438350733624437,0.037558603024176414,0.003595899999709218
Boundary change,Local quadratic,0.0027741908331877746,0.05267058793280909,0.033233184107011045,0.0038734000008844305
Boundary change,B-spline,0.0026962583151647246,0.05192550736550125,0.047372664751847926,0.0007980000009411015
Boundary change,Smoothing spline,0.02110490450035282,0.14527527146886637,0.26548074387506143,0.000128099998619291
Boundary change,Linear,0.07476947061118006,0.2734400676769593,0.35179142924334106,0.0003483000000414904
Boundary change,Polynomial,0.029852339845704515,0.17277829680172366,0.28128358624444855,0.0006476999988080934
Boundary change,Nadaraya-Watson,0.004641219768637514,0.06812649828545068,0.11704410797113021,0.00021430000015243422
Boundary change,Local linear,0.0027619819143959974,0.0525545613091385,0.06542486927221168,0.0036109000011492753
Boundary change,Local quadratic,0.0023909224473012964,0.0488970596999584,0.0645406054769686,0.0039013999994494952
Boundary change,B-spline,0.002254704349892801,0.04748372721146478,0.07058951536047811,0.0007753999998385552
Boundary change,Smoothing spline,0.0118450569121425,0.10883499856269811,0.17524124549492948,0.00012900000001536682
Boundary change,Linear,0.07470586284978731,0.2733237326866939,0.3411619068634232,0.00035820000084640924
Boundary change,Polynomial,0.03033143828853087,0.17415923256758703,0.2933387044212451,0.0006486999991466291
Boundary change,Nadaraya-Watson,0.004569373053306688,0.06759713790765617,0.10690345779915922,0.0002021000000240747
Boundary change,Local linear,0.002089959318592869,0.04571607286931883,0.059836260706555545,0.003598999999667285
Boundary change,Local quadratic,0.0022421904413446746,0.04735177337064236,0.0716876000979191,0.003890300000421121
Boundary change,B-spline,0.002131742450818045,0.04617079651487556,0.07539943755158683,0.0007897000014054356
Boundary change,Smoothing spline,0.006746419731179786,0.08213659191359102,0.1196512086380664,0.00012909999895782676
Boundary change,Linear,0.07460652413723193,0.27314194869560393,0.3467947077552853,0.0003589000007195864
Boundary change,Polynomial,0.03100032631886242,0.17606909529744968,0.30581249809076766,0.0007119000001694076
Boundary change,Nadaraya-Watson,0.003651574318112881,0.06042825761275002,0.10843652104330795,0.00020790000053239055
Boundary change,Local linear,0.0014888700951652925,0.03858587947896604,0.05418717471505985,0.0036724000001413515
Boundary change,Local quadratic,0.001562347951952039,0.03952654743273233,0.06634246723941656,0.003905300000042189
Boundary change,B-spline,0.003283034693514916,0.05729777215141018,0.10986915639712018,0.0007986000000528293
Boundary change,Smoothing spline,0.004874990519632545,0.06982113232849024,0.10617502732018115,0.00012629999946511816
Boundary change,Linear,0.07617029450811698,0.2759896637704336,0.38892379985384323,0.0003698999989865115
Boundary change,Polynomial,0.031985269326655456,0.1788442599768174,0.26318078880468426,0.000699700000041048
Boundary change,Nadaraya-Watson,0.00544772795480356,0.07380872546524266,0.12007264818288542,0.00020319999930507038
Boundary change,Local linear,0.00441853623978454,0.06647207112603414,0.10661694937084783,0.0035689999986061594
Boundary change,Local quadratic,0.0024908213292512004,0.049908128889502565,0.0612193738203525,0.00402590000157943
Boundary change,B-spline,0.004716031267196769,0.06867336650548572,0.06919463376368737,0.0007952000014483929
Boundary change,Smoothing spline,0.004847298551716708,0.06962254341602803,0.07054781896521135,0.00012410000090312678
Boundary change,Linear,0.07473066448191859,0.2733690993545514,0.3608209457783739,0.000378400000045076
Boundary change,Polynomial,0.03053708756685071,0.17474864110158542,0.2858502760495531,0.0006751999990228796
Boundary change,Nadaraya-Watson,0.003580873535169665,0.05984040052648098,0.08874952256017112,0.00020939999922120478
Boundary change,Local linear,0.003627843210114264,0.060231579840763466,0.06797915464076076,0.0036295000008976785
Boundary change,Local quadratic,0.0025122278832483943,0.050122129675906575,0.04103710395871537,0.0038527999986399664
Boundary change,B-spline,0.002847367109446431,0.053360726282973614,0.05162440834224481,0.0008178999996744096
Boundary change,Smoothing spline,0.01191624538985698,0.10916155637337249,0.17571526344044733,0.00012869999955000822
Boundary change,Linear,0.07581136001303922,0.2753386278985192,0.38403202769830547,0.00040809999882185366
Boundary change,Polynomial,0.03082011988877658,0.175556600242704,0.2893167605990692,0.0006680999995296588
Boundary change,Nadaraya-Watson,0.00392745790238334,0.06266943355722421,0.11561597181256167,0.0002103000006172806
Boundary change,Local linear,0.003009691626433851,0.054860656452815536,0.09531389693681495,0.003579899999749614
Boundary change,Local quadratic,0.0019321124516317296,0.043955801114662095,0.07258295656366862,0.0038473000004159985
Boundary change,B-spline,0.0022335418311112817,0.04726036215594715,0.07496175950276984,0.0008020000004762551
Boundary change,Smoothing spline,0.006551645230507356,0.08094223391102667,0.11837724160365057,0.00012710000009974465
Boundary change,Linear,0.07521974804153198,0.27426218850131706,0.3598927160643403,0.00036329999966255855
Boundary change,Polynomial,0.03169920910765254,0.17804271708680627,0.2688363829033183,0.000636099999610451
Boundary change,Nadaraya-Watson,0.0038152997194946924,0.061768112481236565,0.1024227601907356,0.00020229999972798396
Boundary change,Local linear,0.003432467022653985,0.0585872599005448,0.09613045212501535,0.0035523000005923677
Boundary change,Local quadratic,0.0020781350073555294,0.04558656608427015,0.04830725954354563,0.0039186000012705335
Boundary change,B-spline,0.001923831986275777,0.043861509165506116,0.05517137447324913,0.0008136000014928868
Boundary change,Smoothing spline,0.004905213887032064,0.07003723214856555,0.08167770973903295,0.00014660000124422368
Boundary change,Linear,0.07574429674794592,0.2752168177055064,0.38314997358771197,0.00036129999898548704
Boundary change,Polynomial,0.031095140704160695,0.1763381430778965,0.28165583127036636,0.0006494999997812556
Boundary change,Nadaraya-Watson,0.00373394328857409,0.06110600043018762,0.09693317432442301,0.00021209999977145344
Boundary change,Local linear,0.0031397534980803716,0.05603350335362203,0.07982906920850186,0.0035908000008930685
Boundary change,Local quadratic,0.002352945033552001,0.04850716476513548,0.04705077402608124,0.0038502999996126164
Boundary change,B-spline,0.0027752582362206273,0.05268071977697939,0.047349148042454964,0.0008185000006051268
Boundary change,Smoothing spline,0.007916970774984333,0.08897736102506262,0.12299165300900856,0.00013159999980416615
Boundary change,Linear,0.07511260485016824,0.2740667890317399,0.3337013512693735,0.0004337999998824671
Boundary change,Polynomial,0.031259724922971195,0.1768041993929194,0.31139289386721486,0.0006497000013041543
Boundary change,Nadaraya-Watson,0.0037342655128515412,0.06110863697425709,0.11822216544083924,0.0002275000006193295
Boundary change,Local linear,0.0019601737775987965,0.04427384981678007,0.07248868491321404,0.00364129999979923
Boundary change,Local quadratic,0.0011830511431274112,0.034395510508312147,0.05072170648769391,0.003876299999319599
Boundary change,B-spline,0.0018985272588228253,0.04357209266058752,0.06340992995983638,0.000803700000687968
Boundary change,Smoothing spline,0.02240976577361772,0.1496989170756346,0.24990006018744185,0.0001247000000148546
Boundary change,Linear,0.07497697033646819,0.2738192293036926,0.3695902412290591,0.00037900000097579323
Boundary change,Polynomial,0.029833888062367527,0.17272489126459895,0.26790982992719514,0.0006066000005375827
Boundary change,Nadaraya-Watson,0.003695179207041679,0.0607879857129818,0.10070485935582014,0.00020399999993969686
Boundary change,Local linear,0.003380171980154701,0.058139246470475525,0.08877486391193994,0.003576999999495456
Boundary change,Local quadratic,0.0018815385717485065,0.043376705404496854,0.05506229522643491,0.0038722999997844454
Boundary change,B-spline,0.002149976689188654,0.04636784110985386,0.053677281126662146,0.0007987000008142786
Boundary change,Smoothing spline,0.005557074837587666,0.0745457902070108,0.09660939811722898,0.00013670000043930486
Boundary change,Linear,0.07496079449678038,0.27378969026751243,0.3540602514698969,0.00038829999903100543
Boundary change,Polynomial,0.03265627026565435,0.18071045975718822,0.3237386394517713,0.0008153999988280702
Boundary change,Nadaraya-Watson,0.00465119541612293,0.06819967313794788,0.11059754996483252,0.00022140000146464445
Boundary change,Local linear,0.0035137853578608496,0.05927719087356324,0.0806849344469398,0.003607299999202951
Boundary change,Local quadratic,0.0036425869105417346,0.06035384752061574,0.08618705112952581,0.003867999999783933
Boundary change,B-spline,0.004357593290947881,0.06601206928242653,0.10849396866160914,0.0007725999985268572
Boundary change,Smoothing spline,0.003986065195139135,0.06313529278572434,0.07466707219438148,0.0001277999999729218
Boundary change,Linear,0.0753177716027709,0.2744408344302482,0.36398611254286767,0.00035940000088885427
Boundary change,Polynomial,0.03322597846184302,0.1822799453089753,0.3317434911512612,0.0006802999996580184
Boundary change,Nadaraya-Watson,0.004544702375535714,0.06741440777412284,0.10119395044643743,0.00021039999955974054
Boundary change,Local linear,0.0039915489727323705,0.06317870664023101,0.09017681757001135,0.0035838999992847675
Boundary change,Local quadratic,0.003908936262530357,0.0625214864069174,0.08886993388189846,0.003827300000921241
